vt_symbol,name,date,ym,组,出手,通道,位置,夹层,曾收顶上,res,D1开%,D1收%,板留%,距顶%,坑深%,弹回%,坑宽,ma_st,上波高,昨幅%,昨上影%,昨涨停家,is_wv,v3grp,is_lim,n1_lim,prev_lim
000566.SZSE,海南海药,2026-07-15,2026-07,4板补涨阳,False,,U坑内,无穿插,True,连板,3.11,10.1,-0.97,-22.52,-22.52,0.0,9,-++,4,-2.09,1.67,71.0,True,05,True,True,False
000569.SZSE,长城股份,2006-04-21,2006-04,4板补涨阳,False,,U突破,孤立板穿插,False,炸板,-2.13,5.05,5.05,-2.29,-9.43,7.89,6,+++,5,7.89,2.21,1.0,False,,False,False,False
000569.SZSE,长城股份,2006-04-24,2006-04,4板补涨阳,False,,U突破,孤立板穿插,False,炸板,-4.47,3.23,3.23,4.57,-9.43,15.46,7,+++,5,7.02,2.92,0.0,False,,False,False,False
000569.SZSE,长城股份,2006-04-25,2006-04,4板补涨阳,False,,U突破,孤立板穿插,True,炸板,-4.6,5.29,7.36,12.86,-9.43,24.61,8,+++,5,7.92,2.19,1.0,False,,False,True,False
000569.SZSE,长城股份,2006-05-08,2006-05,4板补涨阳,False,,U突破,孤立板穿插,True,封D1正,3.02,4.8,4.8,46.29,-9.43,61.51,12,+++,5,9.64,0.43,0.0,False,,True,False,False
000586.SZSE,汇源通信,2024-03-19,2024-03,4板补涨阳,False,,U坑内,孤立板穿插,False,封D1负,0.0,-2.44,-2.44,-14.1,-18.26,5.09,12,-++,4,3.15,0.46,70.0,False,,True,False,False
000592.SZSE,平潭发展,2025-10-31,2025-10,4板补涨阳,False,,无U,无穿插,True,连板,8.76,10.03,19.92,6.62,6.62,0.0,2,+++,5,6.62,3.31,42.0,True,05,True,True,False
000592.SZSE,平潭发展,2025-11-28,2025-11,4板补涨阳,False,,U突破,3板小波穿插,False,封D1正,-2.52,5.96,5.96,3.39,-9.97,14.84,14,-++,3,4.39,0.11,41.0,False,,True,False,False
000592.SZSE,平潭发展,2025-12-02,2025-12,4板补涨阳,False,,U突破,3板小波穿插,True,封D1负,3.84,-9.91,-9.91,20.57,-9.97,33.92,16,-++,3,5.96,0.65,54.0,False,,True,False,False
000595.SZSE,新能股份,2024-10-28,2024-10,4板补涨阳,True,夹层,U突破,2板小波穿插,True,封D1正,2.82,5.46,5.46,23.18,-4.69,29.24,18,-++,2,-0.2,3.1,121.0,False,,True,False,False
000628.SZSE,高新发展,2023-11-07,2023-11,4板补涨阳,False,,无U,无穿插,True,封D1正,9.32,4.6,4.6,3.16,-2.7,6.02,3,+++,11,6.02,3.97,47.0,False,,True,False,False
000656.SZSE,金科股份,2023-07-31,2023-07,4板补涨阳,False,,无U,无穿插,True,封D1负,0.0,-1.97,-1.97,13.24,5.39,7.44,3,+++,4,7.44,2.33,37.0,False,,True,False,False
000678.SZSE,襄阳轴承,2023-07-19,2023-07,4板补涨阳,False,,U坑内,无穿插,True,炸板,-5.95,3.33,3.33,-13.96,-18.02,4.95,12,-++,4,2.55,2.01,13.0,False,,False,False,False
000678.SZSE,襄阳轴承,2025-04-09,2025-04,4板补涨阳,False,,U坑内,无穿插,False,炸板,-0.96,-1.22,-1.22,-44.66,-45.82,2.15,13,--+,4,2.15,0.88,99.0,False,,False,False,False
000716.SZSE,黑芝麻,2024-12-12,2024-12,4板补涨阳,False,,U坑内,无穿插,False,封D1正,4.21,2.66,2.66,-16.07,-20.78,5.94,7,-++,4,0.74,2.58,119.0,False,,True,False,False
000717.SZSE,中南股份,2024-10-17,2024-10,4板补涨阳,False,,U坑内,无穿插,True,炸板,-7.47,-3.2,-3.2,-19.3,-19.94,0.79,8,-++,6,0.79,1.58,67.0,False,,False,False,False
000717.SZSE,中南股份,2024-10-18,2024-10,4板补涨阳,False,,U坑内,无穿插,True,炸板,-10.0,-11.67,-11.67,-13.61,-19.94,7.91,9,-++,6,7.06,3.14,41.0,False,,False,False,False
000759.SZSE,中百集团,2025-01-16,2025-01,4板补涨阳,False,,U坑内,无穿插,False,封D1负,-4.25,-6.6,-6.6,-33.01,-38.29,8.56,10,-++,6,1.9,2.11,54.0,False,,True,False,False
000766.SZSE,通化金马,2023-09-27,2023-09,4板补涨阳,False,,U坑内,孤立板穿插,False,炸板,-2.56,5.28,11.81,-12.2,-14.67,2.9,8,-++,5,2.9,2.15,24.0,False,,False,True,False
000766.SZSE,通化金马,2023-10-12,2023-10,4板补涨阳,False,,U突破,孤立板穿插,True,连板,4.85,10.01,6.95,-2.95,-14.67,13.74,13,+++,5,-0.16,3.36,31.0,True,05,True,True,False
000785.SZSE,居然智家,2025-01-03,2025-01,4板补涨阳,False,,U坑内,无穿插,False,封D1负,-1.2,-4.08,-4.08,-27.26,-31.48,6.16,13,--+,5,6.16,3.92,51.0,False,,True,False,False
000795.SZSE,英洛华,2024-11-22,2024-11,4板补涨阳,False,,U坑内,孤立板穿插,False,封D1正,-6.51,0.25,0.25,-17.94,-25.85,10.67,10,-++,7,-0.37,3.57,88.0,False,,True,False,False
000818.SZSE,航锦科技,2025-02-17,2025-02,4板补涨阳,False,,无U,孤立板穿插,True,封D1负,0.0,-1.91,-1.91,21.63,1.66,19.64,4,+++,6,8.76,0.99,53.0,False,,True,False,False
000820.SZSE,神雾节能,2026-08-11,2026-08,4板补涨阳,False,,U坑内,无穿插,False,炸板,-7.06,-5.65,-5.65,-9.39,-11.74,2.66,5,+++,4,2.66,0.27,93.0,False,,False,False,False
000833.SZSE,粤桂股份,2024-12-03,2024-12,4板补涨阳,False,,U坑内,无穿插,False,封D1负,2.93,-10.02,-10.02,-13.41,-20.84,9.39,6,+++,11,3.81,1.06,132.0,False,,True,False,False
000859.SZSE,国风新材,2024-10-29,2024-10,4板补涨阳,False,,U突破,无穿插,False,封D1负,-7.32,-7.32,-7.32,-3.79,-12.22,9.61,6,+++,4,5.87,3.22,179.0,False,,True,False,False
000882.SZSE,华联股份,2025-02-27,2025-02,4板补涨阳,False,,U坑内,无穿插,False,封D1负,-0.71,-6.03,-6.03,-31.73,-31.73,0.0,18,--+,5,0.0,1.17,81.0,False,,True,False,False
000889.SZSE,中嘉博创,2025-06-24,2025-06,4板补涨阳,False,,U坑内,无穿插,True,炸板,-5.41,-6.44,-6.44,-10.86,-14.65,4.44,11,-++,4,4.44,0.3,60.0,False,,False,False,False
000890.SZSE,法尔胜,2026-01-12,2026-01,4板补涨阳,False,,U坑内,无穿插,True,封D1负,4.47,-3.78,-3.78,-25.6,-28.69,4.34,17,--+,4,0.0,0.19,79.0,False,,True,False,False
000905.SZSE,厦门港务,2026-01-07,2026-01,4板补涨阳,False,,U坑内,无穿插,False,封D1正,1.62,0.14,0.14,-19.35,-20.79,1.82,18,--+,4,0.7,0.63,96.0,False,,True,False,False
000936.SZSE,华西股份,2023-06-29,2023-06,4板补涨阳,False,,无U,无穿插,True,炸板,-13.73,-7.82,-7.82,8.81,4.76,3.86,6,+++,4,1.03,3.39,28.0,False,,False,False,False
000953.SZSE,中哲精化,2024-08-27,2024-08,4板补涨阳,False,,U坑内,无穿插,False,炸板,-7.22,-11.5,-11.5,-30.18,-34.29,6.25,15,--+,6,2.1,1.5,34.0,False,,False,False,False
000965.SZSE,天保基建,2025-05-07,2025-05,4板补涨阳,False,,U坑内,孤立板穿插,False,封D1负,-0.24,-4.47,-4.47,-22.18,-25.4,4.32,8,-++,5,4.32,1.35,79.0,False,,True,False,False
000969.SZSE,安泰科技,2025-10-22,2025-10,4板补涨阳,False,,无U,无穿插,True,炸板,-7.89,-11.06,-11.06,3.88,-2.22,6.23,6,+++,4,6.23,3.76,63.0,False,,False,False,False
000981.SZSE,山子高科,2024-12-02,2024-12,4板补涨阳,False,,U坑内,孤立板穿插,True,封D1负,5.7,-1.04,-1.04,-12.5,-18.0,6.71,16,-++,4,-1.13,1.13,105.0,False,,True,False,False
000982.SZSE,中银绒业,2021-06-17,2021-06,4板补涨阳,False,,U坑内,无穿插,False,连板,-0.44,10.18,12.83,-5.53,-10.14,5.13,3,+++,4,5.13,0.0,0.0,True,04,True,True,False
000982.SZSE,中银绒业,2021-07-07,2021-07,4板补涨阳,True,夹层,U突破,2板小波穿插,True,封D1正,4.78,2.39,2.39,5.07,-10.14,16.92,17,-++,2,0.88,3.54,0.0,False,,True,False,False
001208.SZSE,华菱线缆,2025-12-25,2025-12,4板补涨阳,False,,无U,无穿插,True,封D1正,3.63,3.02,3.02,6.47,0.35,6.1,7,+++,4,6.1,1.01,65.0,False,,True,False,False
001208.SZSE,华菱线缆,2026-01-08,2026-01,4板补涨阳,False,,无U,孤立板穿插,True,封D1正,10.0,2.08,2.08,30.65,0.35,30.19,15,+++,4,6.69,3.3,63.0,False,,True,False,False
001209.SZSE,洪兴股份,2024-12-20,2024-12,4板补涨阳,False,,U坑内,无穿插,False,炸板,-14.16,-17.58,-17.58,-23.31,-29.35,8.56,12,-++,6,4.24,0.42,50.0,False,,False,False,False
001217.SZSE,华尔泰,2024-01-19,2024-01,4板补涨阳,False,,U坑内,孤立板穿插,False,封D1负,-3.03,-9.98,-9.98,-10.36,-10.36,0.0,12,+++,4,0.0,2.48,37.0,False,,True,False,False
001229.SZSE,魅视科技,2024-03-04,2024-03,4板补涨阳,False,,U突破,无穿插,True,炸板,-4.49,-2.67,-2.67,-2.82,-5.81,3.17,7,++-,4,1.34,1.28,56.0,False,,False,False,False
001258.SZSE,立新能源,2026-07-27,2026-07,4板补涨阳,False,,无U,无穿插,True,封D1负,9.49,-9.98,-9.98,7.6,7.6,0.0,2,+++,6,7.6,2.39,36.0,False,,True,False,False
001258.SZSE,立新能源,2026-08-10,2026-08,4板补涨阳,False,,U突破,孤立板穿插,False,连板,-3.31,10.01,6.77,8.67,-4.13,13.35,12,+++,6,7.96,0.0,59.0,True,04,True,True,False
001331.SZSE,胜通能源,2026-01-13,2026-01,4板补涨阳,False,,无U,无穿插,True,炸板,-5.69,-9.66,-9.66,4.64,4.5,0.14,4,+++,14,0.14,3.14,124.0,False,,False,False,False
001337.SZSE,四川黄金,2026-02-24,2026-02,4板补涨阳,False,,U坑内,无穿插,True,封D1正,-0.51,0.89,0.89,-31.14,-31.14,0.0,13,--+,4,-1.2,1.78,29.0,False,,True,False,False
001337.SZSE,四川黄金,2026-03-02,2026-03,4板补涨阳,False,,U坑内,孤立板穿插,True,封D1正,0.22,1.88,1.88,-24.21,-31.14,10.06,17,+-+,4,1.54,3.17,69.0,False,,True,False,False
001896.SZSE,豫能控股,2026-03-03,2026-03,4板补涨阳,False,,无U,无穿插,True,炸板,-14.47,-8.3,-8.3,6.0,6.0,0.0,2,+++,7,6.0,2.7,77.0,False,,False,False,False
001896.SZSE,豫能控股,2026-03-06,2026-03,4板补涨阳,False,,无U,无穿插,True,封D1正,-5.54,0.44,0.44,8.25,-0.45,8.73,5,+++,7,1.26,3.51,55.0,False,,True,False,False
002036.SZSE,联创电子,2025-02-17,2025-02,4板补涨阳,False,,U突破,无穿插,False,炸板,-8.96,-11.12,-11.12,-3.25,-8.8,6.08,4,+++,4,6.08,3.89,53.0,False,,False,False,False
002040.SZSE,南 京 港,2025-06-10,2025-06,4板补涨阳,False,,U坑内,孤立板穿插,True,封D1正,8.33,6.24,6.24,-6.84,-10.49,4.07,15,-++,5,3.15,0.3,54.0,False,,True,False,False
002045.SZSE,国光电器,2024-12-13,2024-12,4板补涨阳,True,夹层,U坑内,2板小波穿插,False,封D1负,-2.05,-10.0,-10.0,-4.21,-14.75,12.36,17,+-+,2,1.11,0.4,119.0,False,,True,False,False
002081.SZSE,金 螳 螂,2026-05-12,2026-05,4板补涨阳,False,,U突破,无穿插,True,封D1负,0.88,-1.25,-1.25,1.54,-4.76,6.62,3,+++,5,6.62,3.38,76.0,False,,True,False,False
002081.SZSE,金 螳 螂,2026-05-29,2026-05,4板补涨阳,False,,U坑内,孤立板穿插,False,连板,2.11,10.06,11.2,-21.57,-23.53,2.56,16,--+,5,2.56,2.56,88.0,True,05,True,True,False
002083.SZSE,孚日股份,2025-11-27,2025-11,4板补涨阳,False,,U坑内,无穿插,False,封D1负,-4.0,-5.31,-5.31,-23.27,-27.67,6.09,8,-++,8,3.5,2.76,54.0,False,,True,False,False
002086.SZSE,东方海洋,2025-03-21,2025-03,4板补涨阳,False,,U坑内,无穿插,False,炸板,-3.18,-6.9,-6.9,-4.19,-9.22,5.54,3,+++,4,5.54,3.69,55.0,False,,False,False,False
002094.SZSE,青岛金王,2024-11-20,2024-11,4板补涨阳,False,,U坑内,孤立板穿插,False,封D1正,0.26,1.59,1.59,-33.4,-37.17,6.01,13,--+,6,6.01,0.92,79.0,False,,True,False,False
002097.SZSE,山河智能,2025-08-04,2025-08,4板补涨阳,True,夹层,U突破,2板小波穿插,True,连板,2.5,9.99,12.11,20.87,-6.22,28.88,7,+++,2,7.09,2.94,30.0,True,05,True,True,False
002103.SZSE,广博股份,2024-12-13,2024-12,4板补涨阳,False,,U坑内,无穿插,False,封D1负,10.03,-2.77,-2.77,-19.33,-26.13,9.2,9,-++,9,4.0,0.83,119.0,False,,True,False,False
002115.SZSE,三维通信,2026-01-23,2026-01,4板补涨阳,False,,U坑内,无穿插,False,炸板,-1.27,-8.92,-8.92,-27.16,-31.44,6.25,7,-++,4,6.25,1.19,63.0,False,,False,False,False
002146.SZSE,荣盛发展,2023-07-06,2023-07,4板补涨阳,False,,U坑内,无穿插,False,封D1负,-2.91,-0.58,-0.58,-17.46,-20.63,4.0,13,-+-,5,0.65,1.94,19.0,False,,True,False,False
002146.SZSE,荣盛发展,2023-07-17,2023-07,4板补涨阳,False,,U坑内,孤立板穿插,False,封D1正,1.7,1.14,1.14,-15.34,-20.63,6.67,20,+-+,5,0.0,0.63,29.0,False,,True,False,False
002158.SZSE,汉钟精机,2025-08-26,2025-08,4板补涨阳,False,,U坑内,无穿插,False,封D1负,1.01,-2.87,-2.87,-10.82,-12.35,1.74,4,+++,4,1.74,1.65,64.0,False,,True,False,False
002158.SZSE,汉钟精机,2025-09-08,2025-09,4板补涨阳,False,,U坑内,孤立板穿插,False,封D1负,2.15,-1.53,-1.53,-4.88,-12.35,8.52,13,+++,4,4.13,0.79,71.0,False,,True,False,False
002161.SZSE,远 望 谷,2024-12-19,2024-12,4板补涨阳,False,,U坑内,无穿插,False,炸板,-6.9,-5.38,-5.38,-13.52,-21.26,9.83,19,+++,4,2.65,1.4,84.0,False,,False,False,False
002163.SZSE,海南发展,2025-12-26,2025-12,4板补涨阳,False,,无U,无穿插,True,封D1正,0.0,7.78,7.78,6.87,6.87,0.0,2,+++,4,6.87,2.12,72.0,False,,True,False,False
002165.SZSE,红 宝 丽,2025-05-07,2025-05,4板补涨阳,False,,无U,孤立板穿插,False,封D1负,-2.78,-9.5,-9.5,4.36,-2.85,7.43,10,-++,4,0.0,2.25,79.0,False,,True,False,False
002177.SZSE,御银股份,2025-06-25,2025-06,4板补涨阳,False,,U坑内,无穿插,True,炸板,-6.89,-2.81,-2.81,-7.04,-14.86,9.19,15,-++,5,2.59,1.73,53.0,False,,False,False,False
002178.SZSE,延华智能,2024-10-29,2024-10,4板补涨阳,False,,U突破,孤立板穿插,True,连板,3.96,10.07,9.08,0.36,-17.85,22.17,14,+++,4,3.38,2.63,179.0,True,05,True,True,False
002192.SZSE,融捷股份,2026-04-17,2026-04,4板补涨阳,False,,U突破,无穿插,True,炸板,-3.27,-6.46,-6.46,2.59,-9.45,13.29,14,+++,4,6.3,2.36,68.0,False,,False,False,False
002199.SZSE,东晶电子,2024-10-31,2024-10,4板补涨阳,False,,U坑内,孤立板穿插,True,封D1负,9.58,-10.04,-10.04,-5.91,-12.11,7.05,8,+++,4,-2.08,2.68,118.0,False,,True,False,False
002199.SZSE,东晶电子,2024-11-08,2024-11,4板补涨阳,False,,U坑内,孤立板穿插,False,封D1正,1.21,4.3,4.3,-7.15,-12.11,5.64,14,-++,4,1.35,1.56,157.0,False,,True,False,False
002201.SZSE,九鼎新材,2026-01-26,2026-01,4板补涨阳,True,夹层,U突破,2板小波穿插,True,封D1负,-9.95,-7.68,-7.68,18.88,-13.98,38.19,19,+++,2,6.78,3.25,79.0,False,,True,False,False
002202.SZSE,金风科技,2026-01-23,2026-01,4板补涨阳,False,,U坑内,无穿插,False,封D1负,0.71,-3.99,-3.99,-23.46,-27.55,5.66,9,-++,5,5.66,1.18,63.0,False,,True,False,False
002208.SZSE,合肥城建,2024-10-31,2024-10,4板补涨阳,False,,U坑内,无穿插,False,炸板,0.72,-4.95,-4.95,-6.91,-19.01,14.94,17,+++,5,1.34,1.75,118.0,False,,False,False,False
002228.SZSE,合兴包装,2026-01-12,2026-01,4板补涨阳,False,,U坑内,无穿插,False,炸板,-4.02,-9.75,-9.75,-27.48,-30.53,4.4,10,-++,4,1.93,0.21,79.0,False,,False,False,False
002229.SZSE,鸿博股份,2025-05-29,2025-05,4板补涨阳,False,,U突破,孤立板穿插,True,封D1负,-1.41,-8.14,-8.14,9.76,-4.53,14.97,18,+++,4,4.75,1.5,49.0,False,,True,False,False
002238.SZSE,天威视讯,2023-11-22,2023-11,4板补涨阳,False,,U突破,孤立板穿插,True,封D1负,3.82,-7.57,-7.57,15.13,-4.29,20.29,8,+++,7,7.11,2.9,45.0,False,,True,False,False
002238.SZSE,天威视讯,2023-12-07,2023-12,4板补涨阳,False,,U突破,无穿插,False,封D1负,-9.99,-9.99,-9.99,18.56,-5.54,25.52,19,+++,7,6.59,3.37,33.0,False,,True,False,False
002246.SZSE,北化股份,2025-08-11,2025-08,4板补涨阳,False,,U坑内,无穿插,False,封D1负,2.55,-2.14,-2.14,-17.23,-22.06,6.2,14,+++,4,0.91,1.19,48.0,False,,True,False,False
002248.SZSE,华东数控,2024-11-08,2024-11,4板补涨阳,False,,U坑内,孤立板穿插,False,封D1负,-0.97,-4.16,-4.16,-11.65,-12.12,0.53,9,-++,4,0.53,0.53,157.0,False,,True,False,False
002250.SZSE,联化科技,2025-06-05,2025-06,4板补涨阳,False,,无U,无穿插,True,封D1正,0.25,6.93,6.93,7.51,7.51,0.0,2,+++,4,7.51,2.47,60.0,False,,True,False,False
002250.SZSE,联化科技,2025-06-09,2025-06,4板补涨阳,False,,无U,孤立板穿插,True,封D1正,9.38,5.11,5.11,26.48,7.51,17.65,4,+++,4,6.93,3.09,44.0,False,,True,False,False
002250.SZSE,联化科技,2025-06-23,2025-06,4板补涨阳,False,,无U,孤立板穿插,True,炸板,-0.9,0.6,0.6,20.36,7.51,11.95,14,-++,4,1.16,2.24,36.0,False,,False,False,False
002253.SZSE,川大智胜,2024-11-06,2024-11,4板补涨阳,False,,U坑内,无穿插,False,封D1负,-7.98,-9.99,-9.99,-11.95,-19.02,8.73,4,+++,4,8.73,1.07,139.0,False,,True,False,False
002256.SZSE,兆新股份,2025-09-12,2025-09,4板补涨阳,False,,U坑内,无穿插,False,封D1正,1.27,3.48,3.48,-26.22,-27.76,2.14,8,-++,4,2.14,1.07,74.0,False,,True,False,False
002261.SZSE,拓维信息,2025-02-21,2025-02,4板补涨阳,False,,无U,孤立板穿插,True,封D1负,0.93,-0.57,-0.57,26.91,0.94,25.74,7,+++,6,4.52,0.0,76.0,False,,True,False,False
002261.SZSE,拓维信息,2025-03-05,2025-03,4板补涨阳,False,,无U,孤立板穿插,False,封D1正,2.58,6.21,6.21,15.55,0.94,14.47,15,-++,6,-0.35,1.27,61.0,False,,True,False,False
002264.SZSE,新 华 都,2025-12-08,2025-12,4板补涨阳,False,,U坑内,无穿插,False,炸板,-2.63,-1.72,-1.72,-16.87,-20.67,4.79,8,-++,4,4.79,1.17,58.0,False,,False,False,False
002264.SZSE,新 华 都,2025-12-10,2025-12,4板补涨阳,False,,U坑内,无穿插,False,炸板,-10.68,-13.03,-13.03,-10.1,-20.67,13.32,10,-++,4,1.89,1.79,46.0,False,,False,False,False
002265.SZSE,建设工业,2024-12-25,2024-12,4板补涨阳,False,,U坑内,无穿插,False,炸板,-4.87,2.53,2.53,-29.96,-33.82,5.83,8,-++,4,5.83,1.93,62.0,False,,False,False,False
002265.SZSE,建设工业,2024-12-26,2024-12,4板补涨阳,False,,U坑内,无穿插,False,炸板,1.19,-0.09,-0.09,-24.29,-33.82,14.39,9,-++,4,8.09,1.92,31.0,False,,False,False,False
002272.SZSE,川润股份,2024-11-21,2024-11,4板补涨阳,True,夹层,U坑内,2板小波穿插,False,封D1负,1.0,-1.25,-1.25,-21.99,-28.94,9.78,18,--+,2,3.12,0.57,119.0,False,,True,False,False
002278.SZSE,神开股份,2025-10-27,2025-10,4板补涨阳,False,,无U,无穿插,True,封D1负,-7.05,-9.57,-9.57,6.49,6.49,0.0,2,+++,4,6.49,3.54,47.0,False,,True,False,False
002292.SZSE,奥飞娱乐,2023-05-04,2023-05,4板补涨阳,False,,U坑内,无穿插,False,连板,-0.1,9.98,9.3,-10.41,-16.97,7.9,12,,5,7.9,1.74,69.0,True,05,True,True,False
002297.SZSE,博云新材,2026-04-23,2026-04,4板补涨阳,False,,无U,无穿插,True,炸板,-3.36,-0.09,-0.09,4.27,-2.42,6.85,3,+++,6,6.85,3.11,49.0,False,,False,False,False
002298.SZSE,中电鑫龙,2024-04-01,2024-04,4板补涨阳,False,,U坑内,无穿插,True,炸板,-1.44,-4.33,-4.33,-19.0,-23.0,5.19,12,-++,5,0.53,1.06,56.0,False,,False,False,False
002312.SZSE,川发龙蟒,2024-11-20,2024-11,4板补涨阳,False,,U坑内,孤立板穿插,True,封D1正,0.52,4.37,4.37,-17.43,-23.09,7.37,14,-++,4,7.37,2.62,79.0,False,,True,False,False
002312.SZSE,川发龙蟒,2024-11-26,2024-11,4板补涨阳,False,,U坑内,孤立板穿插,True,炸板,-7.81,5.7,-2.22,-8.79,-23.09,18.6,18,+-+,4,6.89,2.67,132.0,False,,False,True,False
002342.SZSE,巨力索具,2026-02-06,2026-02,4板补涨阳,True,夹层,U突破,2板小波穿插,True,炸板,-7.17,-3.8,-3.8,42.06,-23.48,85.64,18,+++,2,7.21,2.33,37.0,False,,False,False,False
002354.SZSE,天娱数科,2025-01-08,2025-01,4板补涨阳,False,,U坑内,孤立板穿插,True,封D1正,-1.22,0.0,0.0,-30.48,-35.43,7.66,20,--+,4,7.66,1.66,77.0,False,,True,False,False
002361.SZSE,神剑股份,2026-04-15,2026-04,4板补涨阳,False,,U突破,孤立板穿插,True,封D1正,-0.22,3.88,3.88,2.12,-7.58,10.49,10,+++,4,0.9,1.44,49.0,False,,True,False,False
002362.SZSE,汉王科技,2024-12-20,2024-12,4板补涨阳,False,,U坑内,无穿插,False,炸板,-5.94,-12.85,-12.85,-22.11,-26.41,5.84,8,-++,4,1.77,0.5,50.0,False,,False,False,False
002364.SZSE,中恒电气,2026-05-06,2026-05,4板补涨阳,False,,U坑内,无穿插,True,封D1正,0.47,3.19,3.19,-4.0,-6.45,2.62,13,-++,4,2.62,1.76,69.0,False,,True,False,False
002366.SZSE,融发核电,2023-06-09,2023-06,4板补涨阳,False,,U坑内,孤立板穿插,False,封D1负,5.19,-0.84,-0.84,-17.77,-20.05,2.86,11,-++,4,1.41,1.88,26.0,False,,True,False,False
002366.SZSE,融发核电,2025-06-17,2025-06,4板补涨阳,False,,U坑内,孤立板穿插,True,封D1负,1.65,-3.07,-3.07,-6.67,-18.81,14.95,12,+++,5,1.72,2.51,41.0,False,,True,False,False
002369.SZSE,卓翼科技,2025-03-05,2025-03,4板补涨阳,False,,U突破,孤立板穿插,False,连板,2.08,10.03,0.64,1.28,-5.19,6.82,6,+++,5,6.82,3.2,61.0,True,04,True,True,False
002388.SZSE,新亚制程,2024-09-30,2024-09,4板补涨阳,False,,U坑内,无穿插,True,连板,9.98,9.98,12.31,-24.11,-32.45,12.34,15,--+,4,6.2,2.48,107.0,True,05,True,True,False
002402.SZSE,和而泰,2024-12-04,2024-12,4板补涨阳,True,夹层,U突破,2板小波穿插,False,封D1正,-2.53,1.56,1.56,-0.75,-5.85,5.43,14,-++,2,2.36,2.85,92.0,False,,True,False,False
002403.SZSE,爱仕达,2025-01-08,2025-01,4板补涨阳,False,,U坑内,孤立板穿插,False,封D1正,3.43,4.91,4.91,-32.73,-35.45,4.23,19,--+,4,4.23,2.97,77.0,False,,True,False,False
002413.SZSE,雷科防务,2026-01-12,2026-01,4板补涨阳,False,,无U,无穿插,True,封D1负,0.4,-9.99,-9.99,9.52,5.86,3.45,3,+++,6,3.45,0.06,79.0,False,,True,False,False
002418.SZSE,康盛股份,2025-02-12,2025-02,4板补涨阳,True,夹层,U坑内,2板小波穿插,False,连板,3.5,9.91,3.79,-15.9,-24.26,11.03,18,--+,2,1.3,3.9,57.0,True,05,True,True,False
002423.SZSE,中粮资本,2024-10-29,2024-10,4板补涨阳,False,,无U,孤立板穿插,True,连板,1.66,10.0,14.97,7.46,-2.59,10.32,13,-++,8,8.01,0.0,179.0,True,04,True,True,False
002427.SZSE,尤夫股份,2025-04-10,2025-04,4板补涨阳,False,,U坑内,孤立板穿插,True,封D1正,-3.59,1.44,1.44,-20.19,-26.97,9.29,9,-++,5,-0.39,3.74,87.0,False,,True,False,False
002427.SZSE,尤夫股份,2025-04-17,2025-04,4板补涨阳,False,,U坑内,孤立板穿插,True,连板,1.68,10.05,19.43,-14.35,-26.97,17.28,14,+++,5,4.83,2.32,40.0,True,05,True,True,False
002455.SZSE,百川股份,2026-03-11,2026-03,4板补涨阳,False,,U坑内,无穿插,False,封D1正,9.98,9.71,9.71,-9.71,-16.72,8.42,14,-++,4,2.84,0.61,49.0,False,,True,False,False
002456.SZSE,欧菲光,2023-10-18,2023-10,4板补涨阳,False,,无U,无穿插,True,炸板,-9.61,-8.48,-8.48,1.94,1.94,0.0,3,+++,6,-0.94,1.89,22.0,False,,False,False,False
002456.SZSE,欧菲光,2023-11-03,2023-11,4板补涨阳,False,,U坑内,无穿插,True,封D1正,1.38,4.06,4.06,-4.27,-7.48,3.46,15,+++,6,1.13,2.26,22.0,False,,True,False,False
002474.SZSE,榕基软件,2025-12-08,2025-12,4板补涨阳,False,,U坑内,孤立板穿插,False,封D1负,2.95,-4.16,-4.16,-15.74,-19.12,4.17,11,-++,5,4.17,1.99,58.0,False,,True,False,False
002520.SZSE,日发精机,2024-09-30,2024-09,4板补涨阳,False,,U坑内,无穿插,False,炸板,8.82,5.61,5.61,-23.95,-32.83,13.22,13,--+,5,6.07,1.17,107.0,False,,False,False,False
002529.SZSE,海源复材,2024-11-07,2024-11,4板补涨阳,False,,U坑内,无穿插,True,封D1正,5.08,1.51,1.51,-16.32,-18.01,2.06,8,-++,5,2.06,3.03,104.0,False,,True,False,False
002549.SZSE,凯美特气,2025-04-22,2025-04,4板补涨阳,True,夹层,U坑内,2板小波穿插,False,封D1负,-0.76,-2.01,-2.01,-5.93,-12.76,7.82,13,-++,2,3.15,0.0,86.0,False,,True,False,False
002565.SZSE,顺灏股份,2025-12-12,2025-12,4板补涨阳,True,夹层,无U,2板小波穿插,True,封D1正,6.58,1.76,1.76,35.77,1.31,34.01,7,+++,2,7.65,0.0,27.0,False,,True,False,False
002565.SZSE,顺灏股份,2025-12-25,2025-12,4板补涨阳,True,夹层,无U,2板小波穿插,False,炸板,-3.34,-2.85,-2.85,37.45,1.31,35.67,16,-++,2,3.89,1.2,65.0,False,,False,False,False
002580.SZSE,圣阳股份,2025-03-18,2025-03,4板补涨阳,False,,U突破,无穿插,True,封D1负,0.33,-2.45,-2.45,5.29,-11.54,19.02,13,+++,5,6.87,3.14,54.0,False,,True,False,False
002611.SZSE,东方精工,2024-03-18,2024-03,4板补涨阳,False,,U坑内,孤立板穿插,False,封D1正,4.76,2.98,2.98,-4.5,-9.75,5.82,11,-++,6,0.66,1.32,56.0,False,,True,False,False
