vt_symbol,name,date,ym,res,D1开%,D1收%,板留%,地基,回撤%,蹲深%,弹回%,低点位置,振幅%,破顶,断板,上波高,昨幅%,昨上影%,昨涨停家,is_wv,is_lim,n1_lim
600101.SSE,明星电力,2024-06-04,2024-06,封D1正,-0.49,2.86,2.86,HIGH·新高贴顶,6.37,-8.58,16.35,0.0,41.2,True,15,3,-7.07,1.14,10.0,False,True,False
600103.SSE,青山纸业,2025-10-20,2025-10,封D1正,0.27,1.08,1.08,DN·阴跌到点,-19.86,-19.86,0.0,1.0,44.78,True,20,4,-4.01,2.01,34.0,False,True,False
600105.SSE,永鼎股份,2025-12-05,2025-12,封D1正,2.22,5.96,5.96,FLAT·横盘平台,-10.01,-10.01,0.0,1.0,6.88,False,7,2,-2.99,1.37,30.0,False,True,False
600105.SSE,永鼎股份,2025-12-17,2025-12,炸板,-4.81,-3.46,-3.46,HIGH·新高贴顶,9.37,-10.01,21.53,0.38461538461538464,40.62,True,15,2,-6.01,0.25,38.0,False,False,False
600110.SSE,诺德股份,2025-09-09,2025-09,炸板,-7.5,-5.08,-5.08,U·U型蹲,-11.22,-18.65,9.14,0.38461538461538464,12.77,False,15,3,-2.72,1.16,56.0,False,False,False
600113.SSE,浙江东日,2025-07-10,2025-07,封D1负,-2.11,-2.18,-2.18,HIGH·新高贴顶,15.02,0.12,14.88,0.4,15.6,True,12,3,1.05,0.25,40.0,False,True,False
600113.SSE,浙江东日,2025-08-25,2025-08,连板,6.97,10.0,12.27,HIGH·新高贴顶,13.44,5.93,7.09,0.0,11.2,True,8,3,-3.69,2.2,55.0,True,True,True
600113.SSE,浙江东日,2026-07-20,2026-07,炸板,-7.63,-5.16,-5.16,DN·阴跌到点,-22.3,-22.3,0.0,1.0,27.47,False,13,3,-3.73,0.0,29.0,False,False,False
600120.SSE,浙江东方,2024-12-11,2024-12,炸板,-3.02,-1.07,-1.07,DN·阴跌到点,-8.26,-9.69,1.59,0.8571428571428571,13.12,True,9,2,1.59,0.8,82.0,False,False,False
600120.SSE,浙江东方,2025-02-19,2025-02,炸板,-4.46,-2.6,-2.6,DN·阴跌到点,-18.72,-18.72,0.0,1.0,18.39,False,5,7,-4.05,1.05,37.0,False,False,False
600121.SSE,郑州煤电,2026-03-20,2026-03,炸板,-4.14,2.07,2.07,DN·阴跌到点,-14.34,-14.34,0.0,1.0,9.09,False,5,2,-1.63,0.81,25.0,False,False,False
600128.SSE,苏豪弘业,2023-12-14,2023-12,封D1负,0.0,-3.4,-3.4,HIGH·新高贴顶,4.64,-0.64,5.31,0.0,11.62,True,8,2,-5.58,1.39,32.0,False,True,False
600151.SSE,航天机电,2025-12-12,2025-12,连板,3.9,10.0,11.56,HIGH·新高贴顶,2.56,-1.25,3.86,0.0,10.01,True,5,3,-1.96,1.4,27.0,True,True,True
600151.SSE,航天机电,2026-01-12,2026-01,封D1负,0.0,-10.0,-10.0,HIGH·新高贴顶,22.31,-6.14,30.31,0.375,30.31,True,18,2,1.82,3.44,79.0,False,True,False
600152.SSE,维科技术,2025-07-07,2025-07,封D1负,0.14,-3.43,-3.43,DN·阴跌到点,-13.01,-13.01,0.0,1.0,19.03,True,5,2,-6.36,1.56,30.0,False,True,False
