vt_symbol,name,g4,trade_date,n1_date,h,seal,a1,a2,st3,st3c,bias10,bias20,bias30,vr_d0,vr_tm1,touch,tseg
002842.SZSE,翔鹭钨业,yin2,2026-07-01,2026-07-02,1,True,False,False,++,全多(10>20>30),0~5,>5,>5,1.0323844459810785,1.0177913773792577,10:30,早09:30~10:30
002843.SZSE,泰嘉股份,yin2,2024-02-26,2024-02-27,0,False,False,False,--,全空(10<20<30),>5,>5,0~5,1.243538954914167,0.6819694232946444,,
002846.SZSE,英联股份,yin2,2025-09-08,2025-09-09,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.1345425393392627,1.0891577788668463,14:00,午13:00~14:00
002848.SZSE,高斯贝尔,yang2,2024-11-19,2024-11-20,1,True,False,False,++,全多(10>20>30),0~5,>5,>5,0.8742239394986138,0.4527124443422112,10:00,早09:30~10:30
002848.SZSE,高斯贝尔,yin2,2024-11-28,2024-11-29,2,True,True,False,++,全多(10>20>30),>5,>5,>5,1.5532589027401313,0.7527712108651098,10:15,早09:30~10:30
002849.SZSE,威星智能,yin2,2024-03-05,2024-03-06,1,True,False,False,+-,混合,>5,>5,>5,1.7226136106452494,1.0008546624083487,,
002849.SZSE,威星智能,yin2,2024-03-12,2024-03-13,0,False,False,False,++,全多(10>20>30),>5,>5,>5,1.4039957385634338,0.7556900932402877,,
002850.SZSE,科达利,yin2,2024-10-17,2024-10-18,0,False,False,False,++,全多(10>20>30),0~5,>5,>5,1.5963484117319864,0.5222604391012248,14:30,尾14:00~15:00
002851.SZSE,麦格米特,yin4,2024-10-25,2024-10-28,0,False,False,False,++,全多(10>20>30),>5,>5,>5,1.5064851917045545,1.819077612690071,14:15,尾14:00~15:00
002851.SZSE,麦格米特,yin2,2024-12-25,2024-12-26,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.8809649677011746,0.758900105751558,11:15,中10:30~11:30
002851.SZSE,麦格米特,yin2,2025-01-06,2025-01-07,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.408267507166297,0.879089445637524,10:00,早09:30~10:30
002851.SZSE,麦格米特,yin2,2026-07-08,2026-07-09,1,True,False,False,-+,混合,0~5,-5~0,0~5,1.625361867914829,0.7859440858060929,14:00,午13:00~14:00
002853.SZSE,皮阿诺,yin2,2025-01-22,2025-01-23,0,False,False,False,+-,混合,0~5,0~5,-5~0,1.0018023632479303,0.31260525166843384,09:45,早09:30~10:30
002853.SZSE,皮阿诺,yin4,2025-12-25,2025-12-26,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.7708296500321029,0.972082943599701,10:45,中10:30~11:30
002853.SZSE,皮阿诺,yin4,2026-01-06,2026-01-07,1,True,False,False,++,全多(10>20>30),0~5,>5,>5,1.1187412432711452,0.6497438198651788,11:15,中10:30~11:30
002855.SZSE,捷荣技术,yin4,2023-09-07,2023-09-08,2,True,True,False,++,全多(10>20>30),>5,>5,>5,2.3033641476607283,3.3385759248961313,,
002855.SZSE,捷荣技术,yin4,2023-09-12,2023-09-13,2,True,True,False,++,全多(10>20>30),>5,>5,>5,1.2820898523742095,1.6269835826300716,,
002855.SZSE,捷荣技术,yang2,2023-11-07,2023-11-08,2,True,True,False,--,全空(10<20<30),>5,<-5,<-5,1.68911692329807,1.131960860516207,,
002858.SZSE,力盛体育,yin2,2023-12-08,2023-12-11,0,False,False,False,++,全多(10>20>30),>5,>5,>5,2.4692178939569938,3.9933457111461528,,
002858.SZSE,力盛体育,yin2,2023-12-27,2023-12-28,1,True,False,False,-+,混合,<-5,<-5,-5~0,0.7969005969284767,0.49152307107653737,,
002861.SZSE,瀛通通讯,yin2,2024-03-22,2024-03-25,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.7518518442711031,0.8886907582539251,,
002861.SZSE,瀛通通讯,yang2,2024-06-25,2024-06-26,4,True,True,True,+-,混合,0~5,0~5,0~5,0.832752313731483,0.561801924904943,,
002861.SZSE,瀛通通讯,yin4,2024-07-08,2024-07-09,1,True,False,False,++,全多(10>20>30),-5~0,0~5,0~5,0.946373957302683,0.6281071472481597,,
002861.SZSE,瀛通通讯,yin4,2024-07-15,2024-07-16,1,True,False,False,-+,混合,>5,>5,>5,0.6313116766017132,0.5082224443546463,,
002861.SZSE,瀛通通讯,yin2,2024-08-27,2024-08-28,1,True,False,False,+-,混合,0~5,>5,>5,1.0638626818175625,0.6972703999538903,09:45,早09:30~10:30
002861.SZSE,瀛通通讯,yang2,2024-09-09,2024-09-10,1,True,False,False,++,全多(10>20>30),0~5,>5,>5,0.956918614678287,0.5824530865641244,09:45,早09:30~10:30
002861.SZSE,瀛通通讯,yang4,2025-02-19,2025-02-20,1,True,False,False,++,全多(10>20>30),-5~0,0~5,>5,0.7642543561791467,0.5077621383271012,09:45,早09:30~10:30
002861.SZSE,瀛通通讯,yang2,2025-04-11,2025-04-14,1,True,False,False,--,全空(10<20<30),>5,-5~0,<-5,0.590451666453126,1.022219466348224,09:45,早09:30~10:30
002862.SZSE,实丰文化,yin4,2023-12-27,2023-12-28,1,True,False,False,++,全多(10>20>30),-5~0,>5,>5,1.0111043302208607,0.6301501897404794,,
002862.SZSE,实丰文化,yang4,2024-01-02,2024-01-03,0,False,False,False,++,全多(10>20>30),0~5,>5,>5,1.2322951256154542,0.8219984417403023,,
002862.SZSE,实丰文化,yang2,2024-04-17,2024-04-18,1,True,False,False,-+,混合,-5~0,<-5,<-5,1.520662597015929,2.6286797163400144,,
002862.SZSE,实丰文化,yang4,2024-12-06,2024-12-09,0,False,False,False,++,全多(10>20>30),-5~0,>5,>5,1.0300777051433405,0.7156656487481934,13:30,午13:00~14:00
002862.SZSE,实丰文化,yang4,2024-12-09,2024-12-10,0,False,False,False,++,全多(10>20>30),0~5,>5,>5,1.068150576871585,1.0300777051433405,10:30,早09:30~10:30
002865.SZSE,钧达股份,yang2,2023-05-24,2023-05-25,0,False,False,False,+-,混合,>5,>5,>5,1.7406492042159538,1.7910905577377978,,
002865.SZSE,钧达股份,yang2,2024-10-30,2024-10-31,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.7603492182372639,0.7757013783757732,10:15,早09:30~10:30
002865.SZSE,钧达股份,yang2,2025-12-25,2025-12-26,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.6496881018683219,1.187645191182625,09:45,早09:30~10:30
002865.SZSE,钧达股份,yin2,2026-01-05,2026-01-06,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.8911639583444678,0.6777132335129827,13:30,午13:00~14:00
002865.SZSE,钧达股份,yang2,2026-01-07,2026-01-08,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.8847109002297101,1.3042006369683992,11:00,中10:30~11:30
002865.SZSE,钧达股份,yin2,2026-01-28,2026-01-29,0,False,False,False,++,全多(10>20>30),>5,>5,>5,1.2678267085234805,1.0069186028598718,10:30,早09:30~10:30
002865.SZSE,钧达股份,yin2,2026-02-02,2026-02-03,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.9406032777920513,0.6608140090704534,09:45,早09:30~10:30
002865.SZSE,钧达股份,yin2,2026-02-26,2026-02-27,1,True,False,False,-+,混合,0~5,<-5,-5~0,1.924076714721394,0.8284695929084548,09:45,早09:30~10:30
002866.SZSE,传艺科技,yang2,2024-09-11,2024-09-12,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.6923218946169396,0.5357309372214203,14:15,尾14:00~15:00
002868.SZSE,绿康生化,yin4,2024-01-31,2024-02-01,1,True,False,False,-+,混合,<-5,<-5,<-5,0.38974327801754705,0.5968761862038028,,
002868.SZSE,绿康生化,yin4,2024-02-07,2024-02-08,1,True,False,False,--,全空(10<20<30),<-5,<-5,<-5,0.722603786659058,1.108289517843159,,
002869.SZSE,金溢科技,yin2,2024-10-28,2024-10-29,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.4707106177639389,0.6024617635060947,10:30,早09:30~10:30
002871.SZSE,伟隆股份,yin2,2024-02-20,2024-02-21,1,True,False,False,--,全空(10<20<30),>5,<-5,<-5,0.9918092265144203,1.730891241192774,,
002871.SZSE,伟隆股份,yin2,2025-08-21,2025-08-22,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.8494410653355791,1.2195885041018877,13:15,午13:00~14:00
002871.SZSE,伟隆股份,yin2,2025-09-02,2025-09-03,1,True,False,False,++,全多(10>20>30),0~5,>5,>5,0.596226050633217,0.8662609755520319,10:00,早09:30~10:30
002875.SZSE,安奈儿,yang4,2024-03-20,2024-03-21,0,False,False,False,++,全多(10>20>30),0~5,>5,>5,2.4653712995866823,0.9858789851852523,,
002875.SZSE,安奈儿,yang2,2024-10-14,2024-10-15,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.6511839637202991,0.6514528228788786,10:45,中10:30~11:30
002875.SZSE,安奈儿,yin2,2024-10-16,2024-10-17,0,False,False,False,++,全多(10>20>30),>5,>5,>5,1.2628492169138779,0.8670784545958832,10:00,早09:30~10:30
002875.SZSE,安奈儿,yang2,2024-10-24,2024-10-25,0,False,False,False,++,全多(10>20>30),>5,>5,>5,1.1682060899055644,0.7787706361569466,13:30,午13:00~14:00
002877.SZSE,智能自控,yang2,2024-02-23,2024-02-26,1,True,False,False,--,全空(10<20<30),>5,>5,0~5,1.1744811640288655,0.8593332349420312,,
002877.SZSE,智能自控,yang2,2024-03-01,2024-03-04,2,True,True,False,+-,混合,>5,>5,>5,1.3930747019545593,0.6863752202222072,,
002877.SZSE,智能自控,yang2,2024-11-28,2024-11-29,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.068279448764846,0.9175203707051184,15:00,尾14:00~15:00
002877.SZSE,智能自控,yin2,2024-12-06,2024-12-09,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.6555023633970343,0.622323963814974,10:30,早09:30~10:30
002878.SZSE,元隆雅图,yin2,2025-01-06,2025-01-07,1,True,False,False,-+,混合,<-5,<-5,<-5,0.9865295587428128,0.8098922794499671,11:15,中10:30~11:30
002878.SZSE,元隆雅图,yang2,2025-01-08,2025-01-09,1,True,False,False,-+,混合,>5,-5~0,0~5,1.5619200398079613,1.6215500110399648,14:45,尾14:00~15:00
002878.SZSE,元隆雅图,yang2,2025-01-13,2025-01-14,1,True,False,False,-+,混合,>5,-5~0,-5~0,1.2216625588169392,0.6468218866306918,13:15,午13:00~14:00
002878.SZSE,元隆雅图,yin2,2025-06-04,2025-06-05,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.7313031220586227,1.4613591448414482,09:45,早09:30~10:30
002878.SZSE,元隆雅图,yin2,2025-06-06,2025-06-09,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.0887987676776223,1.0935025862474423,09:45,早09:30~10:30
002878.SZSE,元隆雅图,yin2,2025-06-10,2025-06-11,4,True,True,True,++,全多(10>20>30),>5,>5,>5,1.1992727368181821,1.1647101619467075,13:45,午13:00~14:00
002878.SZSE,元隆雅图,yang4,2025-06-27,2025-06-30,0,False,False,False,++,全多(10>20>30),>5,>5,>5,1.4793348730415685,1.006677107179472,13:30,午13:00~14:00
002879.SZSE,长缆科技,yang4,2026-07-31,2026-08-03,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.5800511473660487,0.8418914318807775,10:00,早09:30~10:30
002881.SZSE,美格智能,yang4,2025-02-25,2025-02-26,0,False,False,False,++,全多(10>20>30),0~5,>5,>5,1.364210274029297,0.8435435342287292,13:45,午13:00~14:00
002882.SZSE,金龙羽,yin2,2024-02-07,2024-02-08,1,True,False,False,--,全空(10<20<30),<-5,<-5,<-5,1.6360472711183112,1.5093903701786175,,
002882.SZSE,金龙羽,yin2,2025-05-22,2025-05-23,1,True,False,False,++,全多(10>20>30),>5,>5,>5,2.325981108349558,4.338547434749194,14:45,尾14:00~15:00
002882.SZSE,金龙羽,yang2,2025-06-03,2025-06-04,0,False,False,False,++,全多(10>20>30),>5,>5,>5,1.0603029511029756,0.7724834871802276,10:30,早09:30~10:30
002882.SZSE,金龙羽,yang2,2026-08-21,2026-08-24,1,True,False,False,-+,混合,>5,>5,>5,1.6912441412550523,0.9999976318244899,09:45,早09:30~10:30
002885.SZSE,京泉华,yin2,2025-10-20,2025-10-21,0,False,False,False,++,全多(10>20>30),>5,>5,>5,1.1057636406636961,0.767586188052041,10:30,早09:30~10:30
002885.SZSE,京泉华,yin2,2025-10-30,2025-10-31,0,False,False,False,++,全多(10>20>30),0~5,>5,>5,1.8392931861340887,0.8616936591279769,09:45,早09:30~10:30
002888.SZSE,惠威科技,yin4,2023-12-15,2023-12-18,4,True,True,True,-+,混合,0~5,-5~0,0~5,0.9052504250987031,0.5333956081253585,,
002888.SZSE,惠威科技,yin4,2024-01-02,2024-01-03,2,True,True,False,++,全多(10>20>30),>5,>5,>5,0.30726366222202134,0.9520081357228448,,
002889.SZSE,东方嘉盛,yang2,2024-03-22,2024-03-25,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.2328318115165182,0.588297583424068,,
002892.SZSE,科力尔,yin2,2023-07-03,2023-07-04,1,True,False,False,+-,混合,>5,>5,>5,0.3445353397912479,0.6028842396462,,
002892.SZSE,科力尔,yin2,2023-07-05,2023-07-06,1,True,False,False,+-,混合,>5,>5,>5,1.4594121252088155,1.2991132793852915,,
002892.SZSE,科力尔,yin2,2023-07-10,2023-07-11,0,False,False,False,++,全多(10>20>30),>5,>5,>5,1.1928542041879675,0.9267849668408784,,
002896.SZSE,中大力德,yin4,2023-06-21,2023-06-26,0,False,False,False,++,全多(10>20>30),>5,>5,>5,1.7407204637246851,2.489816770333542,,
002896.SZSE,中大力德,yin2,2023-09-19,2023-09-20,1,True,False,False,++,全多(10>20>30),0~5,0~5,>5,1.1980464837740448,0.6065583714071662,,
002896.SZSE,中大力德,yang2,2025-02-14,2025-02-17,0,False,False,False,++,全多(10>20>30),>5,>5,>5,1.3350750042137198,0.7533711770883135,14:30,尾14:00~15:00
002896.SZSE,中大力德,yang2,2025-07-18,2025-07-21,1,True,False,False,+-,混合,>5,>5,>5,0.9059749470225036,0.9988600318544291,09:45,早09:30~10:30
002896.SZSE,中大力德,yang2,2025-08-05,2025-08-06,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.148979956977048,1.2783123798567138,10:15,早09:30~10:30
002897.SZSE,意华股份,yang2,2026-06-17,2026-06-18,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.887154295471252,0.9785482596014937,10:00,早09:30~10:30
002899.SZSE,英派斯,yang2,2025-01-08,2025-01-09,1,True,False,False,-+,混合,>5,0~5,>5,1.3706964426311645,0.7149085393254884,14:45,尾14:00~15:00
002900.SZSE,哈三联,yin2,2025-05-20,2025-05-21,1,True,False,False,+-,混合,>5,>5,>5,0.9689230196666064,1.4749398383545271,10:15,早09:30~10:30
002900.SZSE,哈三联,yang2,2025-06-09,2025-06-10,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.1440798735171809,0.8680651270044379,09:45,早09:30~10:30
002900.SZSE,哈三联,yin2,2025-06-26,2025-06-27,1,True,False,False,-+,混合,0~5,-5~0,-5~0,2.231217616580311,0.7793495438274067,13:15,午13:00~14:00
002900.SZSE,哈三联,yin2,2026-07-24,2026-07-27,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.2104613935878266,1.732783991950429,09:45,早09:30~10:30
002900.SZSE,哈三联,yin2,2026-08-03,2026-08-04,1,True,False,False,++,全多(10>20>30),0~5,>5,>5,0.41217626850335953,0.46546836283670967,09:45,早09:30~10:30
002900.SZSE,哈三联,yin2,2026-08-06,2026-08-07,2,True,True,False,++,全多(10>20>30),>5,>5,>5,1.2949110979877014,1.1843836759260977,10:00,早09:30~10:30
002900.SZSE,哈三联,yin2,2026-08-14,2026-08-17,0,False,False,False,++,全多(10>20>30),>5,>5,>5,0.8139577292312604,0.5410683007860251,13:15,午13:00~14:00
002900.SZSE,哈三联,yin2,2026-08-18,2026-08-19,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.6021467436721202,0.5626560367852502,09:45,早09:30~10:30
002902.SZSE,铭普光磁,yang4,2023-06-14,2023-06-15,0,False,False,False,++,全多(10>20>30),>5,>5,>5,0.8675953716136167,0.8013943060716808,,
002902.SZSE,铭普光磁,yang4,2023-06-15,2023-06-16,0,False,False,False,++,全多(10>20>30),>5,>5,>5,1.2079427823534856,0.8675953716136167,,
002902.SZSE,铭普光磁,yin4,2023-06-28,2023-06-29,0,False,False,False,++,全多(10>20>30),<-5,0~5,>5,1.3438162907286566,0.7746520258550145,,
002902.SZSE,铭普光磁,yang4,2023-07-03,2023-07-04,0,False,False,False,++,全多(10>20>30),>5,>5,>5,1.5162018320851645,1.0821800641696009,,
002902.SZSE,铭普光磁,yin2,2026-04-10,2026-04-13,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.0923567088287764,0.798821242055154,13:45,午13:00~14:00
002902.SZSE,铭普光磁,yang2,2026-05-07,2026-05-08,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.5002305438707252,1.0843727112000623,09:45,早09:30~10:30
002902.SZSE,铭普光磁,yin2,2026-05-12,2026-05-13,0,False,False,False,++,全多(10>20>30),>5,>5,>5,1.2990460721288521,1.444106666209738,13:45,午13:00~14:00
002902.SZSE,铭普光磁,yin2,2026-05-14,2026-05-15,0,False,False,False,++,全多(10>20>30),>5,>5,>5,1.058003813658519,0.8412103887852013,09:45,早09:30~10:30
002903.SZSE,宇环数控,yang2,2024-01-08,2024-01-09,1,True,False,False,++,全多(10>20>30),-5~0,0~5,0~5,0.576920614889395,0.5859061510164492,,
002903.SZSE,宇环数控,yin2,2026-03-12,2026-03-13,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.8181255468748028,1.592903029996459,11:15,中10:30~11:30
002903.SZSE,宇环数控,yin2,2026-05-11,2026-05-12,0,False,False,False,++,全多(10>20>30),>5,>5,>5,1.301096304029519,1.3492776047110937,11:00,中10:30~11:30
002903.SZSE,宇环数控,yin2,2026-06-01,2026-06-02,1,True,False,False,-+,混合,0~5,-5~0,>5,1.3522424369405548,0.847282838629228,13:15,午13:00~14:00
002905.SZSE,金逸影视,yang2,2023-07-07,2023-07-10,1,True,False,False,-+,混合,>5,>5,>5,1.9754677295802443,0.7666419192099896,,
002905.SZSE,金逸影视,yin2,2023-08-23,2023-08-24,1,True,False,False,++,全多(10>20>30),0~5,0~5,0~5,0.9659987478810999,0.64148549020915,,
002907.SZSE,华森制药,yin2,2023-08-14,2023-08-15,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.6174282146954194,1.0046391472008105,,
002907.SZSE,华森制药,yang2,2023-08-30,2023-08-31,1,True,False,False,-+,混合,>5,0~5,>5,1.7924152136319076,0.5622658390650338,,
002907.SZSE,华森制药,yang2,2026-08-24,2026-08-25,1,True,False,False,++,全多(10>20>30),0~5,>5,>5,0.4933531536603101,0.5998148084639391,10:00,早09:30~10:30
002910.SZSE,庄园牧场,yin4,2025-03-13,2025-03-14,1,True,False,False,-+,混合,0~5,0~5,>5,2.043748044634477,0.7757818753086629,10:15,早09:30~10:30
002912.SZSE,中新赛克,yin2,2024-02-23,2024-02-26,0,False,False,False,--,全空(10<20<30),>5,>5,>5,2.1190283573192543,2.538844780917523,,
002912.SZSE,中新赛克,yin4,2024-11-05,2024-11-06,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.2600795996220705,0.9675253350143748,09:45,早09:30~10:30
002912.SZSE,中新赛克,yin4,2024-11-15,2024-11-18,1,True,False,False,++,全多(10>20>30),-5~0,0~5,>5,0.5028409841199174,0.87470666011339,09:45,早09:30~10:30
002912.SZSE,中新赛克,yin4,2024-11-27,2024-11-28,0,False,False,False,-+,混合,>5,0~5,>5,1.562657080312056,1.1207032100874035,11:00,中10:30~11:30
002913.SZSE,奥士康,yin2,2026-03-17,2026-03-18,1,True,False,False,++,全多(10>20>30),0~5,>5,>5,0.692766811068696,0.7112596582156036,10:30,早09:30~10:30
002916.SZSE,深南电路,yang2,2024-10-17,2024-10-18,0,False,False,False,++,全多(10>20>30),0~5,>5,>5,1.587047031611411,0.80248239752469,14:45,尾14:00~15:00
002917.SZSE,金奥博,yin4,2025-01-20,2025-01-21,0,False,False,False,++,全多(10>20>30),>5,>5,>5,1.8468757461563217,1.8713178819128289,09:45,早09:30~10:30
002917.SZSE,金奥博,yang4,2025-01-21,2025-01-22,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.8399666081794501,1.8468757461563217,10:00,早09:30~10:30
002918.SZSE,蒙娜丽莎,yin2,2024-12-31,2025-01-02,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.9745666631530694,0.6079602555983878,09:45,早09:30~10:30
002918.SZSE,蒙娜丽莎,yang2,2025-01-07,2025-01-08,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.3780079064299975,1.1112834938643987,10:30,早09:30~10:30
002918.SZSE,蒙娜丽莎,yin4,2026-05-27,2026-05-28,1,True,False,False,++,全多(10>20>30),-5~0,>5,>5,0.3365848394267459,0.5532405451145335,09:45,早09:30~10:30
002919.SZSE,名臣健康,yin2,2023-05-25,2023-05-26,2,True,True,False,+-,混合,>5,>5,0~5,0.6296222525420522,0.4843045847352871,,
002919.SZSE,名臣健康,yin2,2023-06-19,2023-06-20,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.1298646301373796,0.9792501232999684,,
002919.SZSE,名臣健康,yin2,2024-08-13,2024-08-14,2,True,True,False,++,全多(10>20>30),>5,>5,>5,1.7147631122953169,0.42449221603913645,,
002919.SZSE,名臣健康,yin2,2024-09-04,2024-09-05,1,True,False,False,-+,混合,>5,0~5,0~5,2.398725765404948,0.5864096761724628,11:00,中10:30~11:30
002923.SZSE,润都股份,yin2,2025-04-22,2025-04-23,0,False,False,False,-+,混合,-5~0,<-5,<-5,1.7089922495013368,0.5133624966791025,09:45,早09:30~10:30
002925.SZSE,盈趣科技,yin2,2025-09-26,2025-09-29,1,True,False,False,+-,混合,>5,>5,>5,1.3480866218777998,0.7819157552523015,09:45,早09:30~10:30
002926.SZSE,华西证券,yin2,2024-10-15,2024-10-16,1,True,False,False,++,全多(10>20>30),0~5,>5,>5,2.777044227630927,0.43277230147848683,10:00,早09:30~10:30
002927.SZSE,泰永长征,yin2,2023-12-08,2023-12-11,0,False,False,False,++,全多(10>20>30),>5,>5,>5,1.3360330508842446,0.7277065290698297,,
002929.SZSE,润建股份,yang2,2026-05-12,2026-05-13,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.9726870928623677,1.302856690727174,09:45,早09:30~10:30
002929.SZSE,润建股份,yin2,2026-05-14,2026-05-15,0,False,False,False,++,全多(10>20>30),>5,>5,>5,1.4843740729562473,1.9248543799442002,10:15,早09:30~10:30
002929.SZSE,润建股份,yin2,2026-07-09,2026-07-10,0,False,False,False,+-,混合,-5~0,-5~0,-5~0,1.2774980663579827,0.760088724778188,10:00,早09:30~10:30
002931.SZSE,锋龙股份,yang2,2024-02-23,2024-02-26,1,True,False,False,+-,混合,>5,>5,>5,1.809398729240538,1.1325143077820978,,
002931.SZSE,锋龙股份,yang2,2026-06-05,2026-06-08,1,True,False,False,--,全空(10<20<30),>5,>5,>5,1.4626773559582016,2.0066918120433512,10:00,早09:30~10:30
002931.SZSE,锋龙股份,yang2,2026-06-15,2026-06-16,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.5143243192706585,0.5601530420779893,10:45,中10:30~11:30
002931.SZSE,锋龙股份,yang2,2026-06-17,2026-06-18,0,False,False,False,++,全多(10>20>30),>5,>5,>5,1.419345387844009,1.273295343853497,09:45,早09:30~10:30
002938.SZSE,鹏鼎控股,yin2,2026-06-01,2026-06-02,0,False,False,False,++,全多(10>20>30),>5,>5,>5,1.0236950152934972,0.9358289448558542,11:00,中10:30~11:30
002938.SZSE,鹏鼎控股,yang2,2026-06-16,2026-06-17,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.3762141385682043,1.0407829273593248,10:30,早09:30~10:30
002940.SZSE,昂利康,yang4,2025-06-13,2025-06-16,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.8984071300493071,0.9573348471213345,14:00,午13:00~14:00
002940.SZSE,昂利康,yin4,2025-06-26,2025-06-27,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.6079218744779815,0.8703417153701826,10:15,早09:30~10:30
002940.SZSE,昂利康,yang4,2025-06-30,2025-07-01,2,True,True,False,++,全多(10>20>30),>5,>5,>5,0.8099308998484637,0.9440254575613868,13:15,午13:00~14:00
002940.SZSE,昂利康,yin2,2025-07-30,2025-07-31,2,True,True,False,++,全多(10>20>30),0~5,>5,>5,1.0557762303683904,0.9307449122756564,11:30,中10:30~11:30
002940.SZSE,昂利康,yin2,2025-08-22,2025-08-25,1,True,False,False,-+,混合,>5,0~5,0~5,0.8408953998334746,0.5057613086358996,10:15,早09:30~10:30
002940.SZSE,昂利康,yin2,2026-05-08,2026-05-11,0,False,False,False,++,全多(10>20>30),-5~0,-5~0,0~5,2.4450283273197417,0.7593170420968016,11:30,中10:30~11:30
002940.SZSE,昂利康,yin2,2026-05-12,2026-05-13,2,True,True,False,-+,混合,>5,0~5,>5,1.4676466858374777,1.2513952177296388,11:00,中10:30~11:30
002940.SZSE,昂利康,yin2,2026-05-20,2026-05-21,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.6193093453128987,1.0712997212495918,09:45,早09:30~10:30
002943.SZSE,宇晶股份,yin2,2026-01-26,2026-01-27,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.510091348354332,2.859107343442853,13:15,午13:00~14:00
002943.SZSE,宇晶股份,yin2,2026-02-02,2026-02-03,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.2551596803021617,0.5539088284323852,09:45,早09:30~10:30
002949.SZSE,华阳国际,yin2,2024-12-19,2024-12-20,1,True,False,False,++,全多(10>20>30),>5,>5,>5,0.4406097800780694,0.4147001641558814,09:45,早09:30~10:30
002949.SZSE,华阳国际,yin2,2024-12-27,2024-12-30,1,True,False,False,++,全多(10>20>30),-5~0,0~5,>5,1.139118178133176,1.063889968895801,14:00,午13:00~14:00
002949.SZSE,华阳国际,yin2,2026-08-27,2026-08-28,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.4762288055979569,2.4726852240376482,10:30,早09:30~10:30
002949.SZSE,华阳国际,yin2,2026-09-03,2026-09-04,1,True,False,False,++,全多(10>20>30),>5,>5,>5,1.0002503145185673,0.43145705400846046,13:15,午13:00~14:00
002951.SZSE,金时科技,yang4,2025-06-26,2025-06-27,0,False,False,False,++,全多(10>20>30),0~5,>5,>5,1.3537567512135094,1.144621904970297,10:00,早09:30~10:30
002951.SZSE,金时科技,yang4,2025-07-04,2025-07-07,3,True,True,True,-+,混合,>5,0~5,>5,0.827706278827305,0.5622249492709133,11:15,中10:30~11:30
002951.SZSE,金时科技,yin2,2025-08-20,2025-08-21,1,True,False,False,+-,混合,>5,>5,>5,0.49128233509986585,0.807696264528961,09:45,早09:30~10:30
002951.SZSE,金时科技,yin2,2026-07-24,2026-07-27,1,True,False,False,--,全空(10<20<30),0~5,<-5,<-5,0.795570443566364,0.7268474179796423,10:00,早09:30~10:30
002952.SZSE,亚世光电,yang4,2024-01-15,2024-01-16,1,True,False,False,++,全多(10>20>30),0~5,>5,>5,1.410706600236348,1.0409028394796955,,
002952.SZSE,亚世光电,yin4,2024-01-26,2024-01-29,1,True,False,False,-+,混合,-5~0,<-5,0~5,1.8317621100020123,0.8596231607074917,,
002952.SZSE,亚世光电,yin4,2024-03-18,2024-03-19,1,True,False,False,-+,混合,>5,0~5,>5,2.45239131617607,0.9669878816883389,,
