代码,名称,买入日,四组,方案点,阴阳,地基涨跌%,地基档,距MA5%,距MA10%,距MA20%,距MA30%,站上均线数,MA10位置,MA10斜率%,MA20斜率%,反包结构,断板天数,前板高度,反包收复%,断板回撤%,前板日,链,买入开盘%,次日收%,持有到断板%,月,年
603139.SSE,康惠股份,2025-06-13,三接四阳,—,阳,3.05,大阳3~5,2.4,3.1,3.5,4.7,4,上,0.14,0.44,断16~60天,36.0,1.0,16.0,-11.3,04-14,下影-0→一字+10→一字+10,10.02,-21.92,-21.92,2025-06,2025
603151.SSE,邦基科技,2025-06-19,三接四阳,—,阳,3.73,大阳3~5,2.9,2.3,4.2,8.3,4,上,1.12,3.05,60日内无板,,,,,,下影+2→下影+10→一字+10,10.0,-6.28,-6.28,2025-06,2025
603153.SSE,上海建科,2023-12-14,二接三阳,—,阳,2.19,小阳0~3,4.6,9.9,11.3,12.9,4,上,3.9,2.2,断2~3天,2.0,1.0,9.7,-6.2,12-07,下影-2→实体+0,-4.76,10.0,0.35,2023-12,2023
603153.SSE,上海建科,2023-12-15,三接四阳,—,阳,2.19,小阳0~3,4.6,9.9,11.3,12.9,4,上,3.9,2.2,断2~3天,2.0,1.0,9.7,-6.2,12-07,下影-2→实体+0→下影-5,9.01,-8.77,-8.77,2023-12,2023
603155.SSE,新亚强,2024-07-08,二接三阴,—,阴,-1.8,小阴-3~0,-3.4,-3.4,-17.1,-24.7,0,下,-11.69,-9.67,60日内无板,,,,,,下影+1→下影+1,6.86,10.01,-1.02,2024-07,2024
603155.SSE,新亚强,2024-07-09,三接四阴,—,阴,-1.8,小阴-3~0,-3.4,-3.4,-17.1,-24.7,0,下,-11.69,-9.67,60日内无板,,,,,,下影+1→下影+1→下影+7,10.01,-10.02,-10.02,2024-07,2024
603155.SSE,新亚强,2025-06-24,二接三阴,—,阴,-2.68,小阴-3~0,-3.0,-4.3,-4.5,-4.4,0,下,-1.46,-0.52,60日内无板,,,,,,下影+5→下影+5,9.98,1.09,1.09,2025-06,2025
603156.SSE,养元饮品,2025-09-26,二接三阳,—,阳,0.14,小阳0~3,-0.2,-1.6,-2.2,-2.2,0,下,-1.67,-0.8,60日内无板,,,,,,下影+0→下影+5,10.01,7.68,7.68,2025-09,2025
603156.SSE,养元饮品,2025-09-29,三接四阳,—,阳,0.14,小阳0~3,-0.2,-1.6,-2.2,-2.2,0,下,-1.67,-0.8,60日内无板,,,,,,下影+0→下影+5→下影+10,6.93,-4.78,-4.78,2025-09,2025
603158.SSE,腾龙股份,2025-08-15,二接三阳,—,阳,0.0,小阳0~3,0.6,1.9,1.9,2.7,4,上,0.64,0.73,60日内无板,,,,,,实体+0→下影+8,8.6,3.82,3.82,2025-08,2025
603158.SSE,腾龙股份,2025-08-18,三接四阳,—,阳,0.0,小阳0~3,0.6,1.9,1.9,2.7,4,上,0.64,0.73,60日内无板,,,,,,实体+0→下影+8→下影+9,5.16,3.8,2.83,2025-08,2025
603160.SSE,汇顶科技,2024-10-09,二接三阳,—,阳,5.65,巨阳≥5,7.8,9.4,6.9,5.2,4,上,-0.94,-0.92,60日内无板,,,,,,下影+6→一字+10,6.29,-6.83,-6.83,2024-10,2024
603162.SSE,海通发展,2023-08-22,二接三阳,—,阳,6.17,巨阳≥5,3.4,5.8,7.5,8.4,4,上,2.49,1.74,60日内无板,,,,,,实体+5→一字+10,4.45,-15.42,-15.42,2023-08,2023
603163.SSE,圣晖集成,2025-12-24,二接三阴,—,阴,-2.27,小阴-3~0,-2.8,-3.2,1.6,10.3,2,下,1.45,7.13,断4~7天,5.0,1.0,-2.1,-12.1,12-12,实体-0→下影+5,10.0,10.0,6.26,2025-12,2025
603163.SSE,圣晖集成,2025-12-25,三接四阴,—,阴,-2.27,小阴-3~0,-2.8,-3.2,1.6,10.3,2,下,1.45,7.13,断4~7天,5.0,1.0,-2.1,-12.1,12-12,实体-0→下影+5→下影+10,2.41,-3.4,-3.4,2025-12,2025
603166.SSE,福达股份,2024-05-31,二接三阴,—,阴,0.57,小阳0~3,-0.3,-2.7,-6.3,-5.5,0,下,-4.42,-0.89,60日内无板,,,,,,实体+2→下影+3,1.86,-21.61,-21.61,2024-05,2024
603166.SSE,福达股份,2025-01-14,二接三阳,—,阳,1.56,小阳0~3,2.2,-0.6,-0.9,-2.0,1,下,0.22,-3.15,断8~15天,9.0,1.0,5.6,-11.9,12-26,下影-0→一字+10,0.12,2.62,2.62,2025-01,2025
603166.SSE,福达股份,2025-01-15,三接四阳,—,阳,1.56,小阳0~3,2.2,-0.6,-0.9,-2.0,1,下,0.22,-3.15,断8~15天,9.0,1.0,5.6,-11.9,12-26,下影-0→一字+10→下影+0,4.3,-16.02,-16.02,2025-01,2025
603168.SSE,莎普爱思,2023-12-28,二接三阴,—,阴,-6.78,巨阴≤-5,-12.7,-16.1,-13.8,-12.7,0,下,-0.49,0.56,断8~15天,8.0,1.0,-12.4,-20.6,12-13,实体+1→下影+3,2.83,4.6,0.16,2023-12,2023
603169.SSE,兰石重装,2025-04-02,二接三阳,—,阳,4.02,大阳3~5,4.2,9.1,14.3,16.9,4,上,6.89,4.13,断2~3天,3.0,1.0,14.7,-3.9,03-25,下影-2→下影+7,9.95,6.82,-1.68,2025-04,2025
603171.SSE,税友股份,2024-06-27,二接三阴,—,阴,-4.53,大阴-5~-3,-4.7,-2.0,-1.3,-3.5,0,下,3.49,-0.86,断2~3天,3.0,1.0,-0.8,-10.8,06-19,下影+2→下影+5,-1.1,-6.5,-6.5,2024-06,2024
603171.SSE,税友股份,2024-07-03,二接三阴,—,阴,-6.5,巨阴≤-5,5.7,11.9,18.4,17.9,4,上,9.53,3.57,断1天,1.0,3.0,2.8,-9.0,06-27,下影-3→一字+10,10.0,-13.95,-13.95,2024-07,2024
603171.SSE,税友股份,2026-01-13,二接三阳,—,阳,1.02,小阳0~3,5.5,14.9,21.2,22.2,4,上,9.48,4.19,断2~3天,3.0,1.0,17.2,-2.4,01-05,下影+0→下影+6,10.0,3.0,3.0,2026-01,2026
603172.SSE,万丰股份,2024-04-08,三接四阴,—,阴,-1.2,小阴-3~0,-0.0,-2.4,3.9,6.6,3,下,3.92,2.52,断16~60天,32.0,1.0,28.0,-16.5,02-06,实体+1→一字+10→一字+10,6.57,-22.95,-22.95,2024-04,2024
603172.SSE,万丰股份,2024-06-12,二接三阳,—,阳,0.64,小阳0~3,-0.0,-0.0,0.0,1.0,4,上,0.24,-0.65,断16~60天,41.0,3.0,-16.4,-38.4,04-03,实体+0→下影-0,2.46,-16.07,-16.07,2024-06,2024
603172.SSE,万丰股份,2026-02-03,三接四阳,—,阳,1.24,小阳0~3,0.9,3.8,11.0,13.4,4,上,8.21,4.07,60日内无板,,,,,,下影-1→一字+10→一字+10,10.0,-9.99,-9.99,2026-02,2026
603176.SSE,汇通集团,2025-07-16,三接四阳,—,阳,0.4,小阳0~3,2.0,3.7,5.7,3.5,4,上,2.96,-0.84,断16~60天,25.0,1.0,2.6,-16.9,06-05,下影+0→一字+10→一字+10,10.04,-23.09,-23.09,2025-07,2025
603177.SSE,德创环保,2025-01-17,三接四阳,—,阳,4.06,大阳3~5,1.5,0.6,-5.2,-9.9,2,上,-3.37,-5.54,60日内无板,,,,,,实体-0→实体+9→一字+10,10.04,-9.98,-9.98,2025-01,2025
603178.SSE,圣龙股份,2023-07-04,二接三阳,—,阳,3.51,大阳3~5,6.0,9.2,13.1,14.4,4,上,5.33,2.4,60日内无板,,,,,,实体-2→下影+10,-0.37,-7.04,-7.04,2023-07,2023
603178.SSE,圣龙股份,2023-10-11,三接四阴,A2,阴,-8.28,巨阴≤-5,-8.7,-6.6,-5.5,-4.1,0,下,2.94,2.18,断4~7天,7.0,1.0,0.6,-10.1,09-18,下影-1→一字+10→一字+10,10.0,10.02,141.22,2023-10,2023
603178.SSE,圣龙股份,2023-11-21,二接三阳,—,阳,5.29,巨阳≥5,3.7,-0.8,-4.0,13.6,2,下,-5.53,7.07,断16~60天,16.0,14.0,-9.0,-25.0,10-25,下影-1→下影+7,7.87,10.01,3.79,2023-11,2023
603178.SSE,圣龙股份,2023-11-22,三接四阳,—,阳,5.29,巨阳≥5,3.7,-0.8,-4.0,13.6,2,下,-5.53,7.07,断16~60天,16.0,14.0,-9.0,-25.0,10-25,下影-1→下影+7→下影+8,9.97,-5.65,-5.65,2023-11,2023
603178.SSE,圣龙股份,2025-04-24,二接三阳,—,阳,1.24,小阳0~3,-0.0,-0.3,-6.9,-11.7,1,下,-6.32,-5.69,断8~15天,12.0,1.0,-7.2,-23.9,04-02,下影+0→下影+4,9.98,-13.46,-13.46,2025-04,2025
603178.SSE,圣龙股份,2026-04-21,二接三阳,—,阳,2.13,小阳0~3,1.2,2.6,2.8,0.4,4,上,0.69,-1.22,60日内无板,,,,,,下影-1→下影+5,-3.39,0.38,0.38,2026-04,2026
603178.SSE,圣龙股份,2026-04-22,三接四阳,—,阳,2.13,小阳0~3,1.2,2.6,2.8,0.4,4,上,0.69,-1.22,60日内无板,,,,,,下影-1→下影+5→下影-3,6.26,-17.72,-17.72,2026-04,2026
603182.SSE,XD嘉华股,2024-05-14,二接三阳,—,阳,0.74,小阳0~3,0.1,4.4,7.5,6.9,4,上,7.47,0.76,60日内无板,,,,,,实体+0→下影+8,10.03,-21.01,-21.01,2024-05,2024
603185.SSE,弘元绿能,2024-11-01,二接三阳,—,阳,9.14,巨阳≥5,13.6,22.6,23.8,33.0,4,上,5.2,8.27,断2~3天,2.0,1.0,26.4,0.3,10-25,下影-1→下影+6,9.9,-5.61,-5.23,2024-11,2024
603186.SSE,华正新材,2026-06-10,二接三阳,—,阳,0.07,小阳0~3,1.8,-2.2,6.7,19.6,3,下,4.4,9.09,断8~15天,10.0,1.0,9.8,-7.8,05-22,下影-7→下影+5,1.92,3.52,3.52,2026-06,2026
603186.SSE,华正新材,2026-06-17,二接三阴,—,阴,-0.05,小阴-3~0,7.8,21.9,30.6,45.1,4,上,10.52,12.55,断2~3天,3.0,2.0,25.2,1.9,06-09,实体+5→下影+7,4.34,5.05,5.05,2026-06,2026
603186.SSE,华正新材,2026-08-06,二接三阴,—,阴,-8.7,巨阴≤-5,-9.1,-19.3,-33.0,-42.9,0,下,-19.02,-13.98,断8~15天,14.0,1.0,-38.7,-44.7,07-14,下影+2→下影+1,2.25,8.96,15.82,2026-08,2026
603192.SSE,汇得科技,2025-05-23,二接三阳,—,阳,1.09,小阳0~3,2.5,2.8,3.4,5.3,4,上,0.81,1.79,断16~60天,31.0,1.0,6.3,-24.8,04-01,下影+0→一字+10,10.0,10.02,11.68,2025-05,2025
603193.SSE,润本股份,2024-10-08,二接三阳,—,阳,1.68,小阳0~3,4.7,8.6,8.8,10.5,4,上,2.35,2.49,60日内无板,,,,,,实体+2→下影+3,9.22,-10.01,-10.01,2024-10,2024
603198.SSE,迎驾贡酒,2024-09-30,二接三阴,—,阴,-0.67,小阴-3~0,3.2,7.2,8.8,8.6,4,上,2.77,1.28,60日内无板,,,,,,下影+0→实体+3,6.53,-1.95,-1.95,2024-09,2024
603200.SSE,上海洗霸,2025-03-03,二接三阳,—,阳,5.06,巨阳≥5,5.0,7.4,10.1,14.9,4,上,1.3,3.53,断16~60天,23.0,1.0,31.7,-4.3,01-16,实体+0→下影+7,4.11,0.51,0.51,2025-03,2025
603200.SSE,上海洗霸,2025-09-09,二接三阴,—,阴,-2.01,小阴-3~0,0.8,7.7,14.1,18.4,4,上,10.07,5.05,断8~15天,8.0,1.0,22.1,-9.1,08-25,实体-1→下影+4,-0.43,-5.76,-5.76,2025-09,2025
603203.SSE,快克智能,2026-05-14,二接三阳,—,阳,4.67,大阳3~5,4.7,6.9,9.8,17.6,4,上,2.39,5.91,断8~15天,13.0,1.0,15.9,-7.4,04-17,下影+1→下影-2,2.39,-2.48,-2.48,2026-05,2026
603206.SSE,嘉环科技,2024-10-23,二接三阳,—,阳,1.26,小阳0~3,3.3,3.5,12.8,18.6,4,上,6.78,6.34,60日内无板,,,,,,实体+0→实体+2,10.01,-9.99,-9.99,2024-10,2024
603206.SSE,嘉环科技,2025-03-13,二接三阳,—,阳,-0.7,小阴-3~0,1.1,2.1,1.5,5.9,4,上,-1.29,2.15,断8~15天,11.0,1.0,0.7,-15.9,02-21,下影-1→一字+10,9.99,-10.02,-10.02,2025-03,2025
603206.SSE,嘉环科技,2026-05-20,二接三阴,—,阴,-0.63,小阴-3~0,-0.9,0.5,1.4,4.0,3,上,2.0,2.24,60日内无板,,,,,,实体-2→实体+1,3.66,-12.32,-12.32,2026-05,2026
603211.SSE,晋拓股份,2023-05-24,二接三阴,—,阴,-0.52,小阴-3~0,1.0,2.0,1.6,-2.6,3,上,0.88,-2.01,60日内无板,,,,,,实体+0→下影+2,4.94,-11.56,-11.56,2023-05,2023
603211.SSE,晋拓股份,2023-10-23,二接三阴,—,阴,0.88,小阳0~3,0.4,3.8,8.4,8.5,4,上,6.94,2.03,断2~3天,2.0,1.0,4.1,-6.7,10-16,下影-2→下影+5,8.2,-22.93,-22.93,2023-10,2023
603211.SSE,晋拓股份,2023-12-01,三接四阳,—,阳,0.56,小阳0~3,-1.0,-2.1,-0.0,-1.2,1,下,0.51,0.26,断16~60天,26.0,2.0,-7.8,-22.6,10-20,实体-0→一字+10→一字+10,2.54,-5.97,-5.97,2023-12,2023
603211.SSE,晋拓股份,2025-01-23,二接三阳,—,阳,3.9,大阳3~5,3.3,5.9,6.8,3.2,4,上,3.44,-0.79,断16~60天,43.0,1.0,-4.5,-26.4,11-19,下影+0→下影+1,9.76,10.02,-0.97,2025-01,2025
603211.SSE,晋拓股份,2025-01-24,三接四阳,—,阳,3.9,大阳3~5,3.3,5.9,6.8,3.2,4,上,3.44,-0.79,断16~60天,43.0,1.0,-4.5,-26.4,11-19,下影+0→下影+1→下影+10,-7.21,-9.99,-9.99,2025-01,2025
603215.SSE,比依股份,2025-01-06,二接三阳,—,阳,0.29,小阳0~3,2.9,2.4,5.7,8.1,4,上,2.55,2.34,断2~3天,2.0,1.0,7.8,-3.6,12-27,下影+1→一字+10,10.0,-9.98,-9.98,2025-01,2025
603216.SSE,梦天家居,2024-12-16,二接三阳,—,阳,2.57,小阳0~3,2.3,2.6,4.2,5.3,4,上,1.39,0.97,60日内无板,,,,,,下影+1→下影+6,6.88,-10.02,-10.02,2024-12,2024
603216.SSE,梦天家居,2025-11-21,二接三阳,—,阳,0.77,小阳0~3,0.0,-1.8,-5.2,-7.5,1,下,-2.1,-3.73,断16~60天,22.0,1.0,-8.8,-18.5,09-26,一字+10→一字+10,10.0,10.0,13.35,2025-11,2025
603216.SSE,梦天家居,2025-11-24,三接四阳,—,阳,0.77,小阳0~3,0.0,-1.8,-5.2,-7.5,1,下,-2.1,-3.73,断16~60天,22.0,1.0,-8.8,-18.5,09-26,一字+10→一字+10→下影+10,1.34,10.0,3.04,2025-11,2025
603217.SSE,元利科技,2024-01-19,二接三阴,—,阴,-0.12,小阴-3~0,-0.1,-0.2,-2.3,-4.5,0,下,-2.1,-1.81,60日内无板,,,,,,下影+1→下影+0,3.01,-14.47,-14.47,2024-01,2024
603219.SSE,富佳股份,2023-10-26,二接三阴,—,阴,-2.24,小阴-3~0,-2.2,-5.0,-7.0,-7.6,0,下,-4.13,-1.31,60日内无板,,,,,,实体+1→实体+3,2.99,10.01,-0.99,2023-10,2023
603219.SSE,富佳股份,2023-10-27,三接四阴,—,阴,-2.24,小阴-3~0,-2.2,-5.0,-7.0,-7.6,0,下,-4.13,-1.31,60日内无板,,,,,,实体+1→实体+3→实体+3,6.69,-10.0,-10.0,2023-10,2023
603219.SSE,富佳股份,2024-03-18,二接三阳,—,阳,0.16,小阳0~3,0.9,1.3,8.4,6.7,4,上,3.61,3.25,断16~60天,38.0,2.0,-18.2,-51.9,01-11,下影-0→下影+4,4.91,-16.2,-16.2,2024-03,2024
603220.SSE,中贝通信,2023-08-31,二接三阴,—,阴,-5.71,巨阴≤-5,-6.0,2.6,12.5,15.2,3,上,15.46,8.02,断4~7天,4.0,1.0,9.5,-1.7,08-22,实体+3→下影+5,1.99,-4.33,-4.33,2023-08,2023
603221.SSE,爱丽家居,2024-03-26,二接三阳,—,阳,2.18,小阳0~3,3.9,7.1,10.2,11.6,4,上,6.27,2.48,断16~60天,22.0,1.0,18.5,-12.0,02-20,下影+0→下影+3,10.04,9.97,8.87,2024-03,2024
603221.SSE,爱丽家居,2024-03-27,三接四阳,—,阳,2.18,小阳0~3,3.9,7.1,10.2,11.6,4,上,6.27,2.48,断16~60天,22.0,1.0,18.5,-12.0,02-20,下影+0→下影+3→下影+10,9.97,9.98,-1.0,2024-03,2024
603221.SSE,爱丽家居,2025-04-08,二接三阳,—,阳,1.17,小阳0~3,0.6,-1.0,-2.2,-1.6,1,下,-2.78,-0.48,60日内无板,,,,,,下影+1→一字+10,0.0,10.02,-0.16,2025-04,2025
603221.SSE,爱丽家居,2025-04-09,三接四阳,A1,阳,1.17,小阳0~3,0.6,-1.0,-2.2,-1.6,1,下,-2.78,-0.48,60日内无板,,,,,,下影+1→一字+10→下影+0,9.62,-9.25,-9.25,2025-04,2025
603222.SSE,济民健康,2025-08-18,二接三阳,—,阳,4.99,大阳3~5,4.9,5.5,5.0,6.3,4,上,-0.58,0.74,断16~60天,41.0,1.0,17.7,-6.2,06-17,下影-1→下影+1,7.52,10.0,16.33,2025-08,2025
603222.SSE,济民健康,2025-08-19,三接四阳,—,阳,4.99,大阳3~5,4.9,5.5,5.0,6.3,4,上,-0.58,0.74,断16~60天,41.0,1.0,17.7,-6.2,06-17,下影-1→下影+1→下影+8,10.0,10.02,5.75,2025-08,2025
603226.SSE,菲林格尔,2025-06-05,二接三阳,—,阳,-0.4,小阴-3~0,-2.4,-2.0,0.1,5.0,2,下,1.89,3.69,断16~60天,22.0,1.0,20.5,-3.1,04-24,实体+0→下影+10,4.2,9.96,8.85,2025-06,2025
603226.SSE,菲林格尔,2025-06-06,三接四阳,—,阳,-0.4,小阴-3~0,-2.4,-2.0,0.1,5.0,2,下,1.89,3.69,断16~60天,22.0,1.0,20.5,-3.1,04-24,实体+0→下影+10→下影+4,9.96,9.97,-1.01,2025-06,2025
603228.SSE,景旺电子,2025-09-12,二接三阴,—,阴,-2.78,小阴-3~0,-2.9,-9.6,-9.3,-11.4,0,下,-3.01,-2.51,断8~15天,11.0,1.0,-4.4,-14.2,08-25,实体+1→下影+7,8.48,0.04,0.04,2025-09,2025
603230.SSE,内蒙新华,2023-12-19,三接四阳,—,阳,4.27,大阳3~5,4.2,11.3,15.9,18.5,4,上,8.19,4.45,60日内无板,,,,,,下影+5→一字+10→一字+10,-2.21,-19.76,-19.76,2023-12,2023
603232.SSE,格尔软件,2024-04-30,二接三阳,—,阳,1.87,小阳0~3,6.0,6.6,1.9,0.2,4,上,-3.63,-2.59,断16~60天,18.0,1.0,4.1,-19.9,03-28,实体-2→一字+10,10.01,-9.54,-9.54,2024-04,2024
603232.SSE,格尔软件,2025-10-27,二接三阴,—,阴,-3.2,大阴-5~-3,-1.8,1.2,4.8,5.4,3,上,5.42,2.01,断4~7天,5.0,1.0,7.7,-3.7,10-15,下影+6→一字+10,0.0,3.93,9.27,2025-10,2025
603238.SSE,诺邦股份,2024-12-17,二接三阳,—,阳,1.09,小阳0~3,2.6,6.2,10.5,12.9,4,上,5.52,3.18,断2~3天,3.0,1.0,10.9,-5.3,12-09,下影+1→下影+8,1.78,10.03,2.13,2024-12,2024
603238.SSE,诺邦股份,2024-12-18,三接四阳,—,阳,1.09,小阳0~3,2.6,6.2,10.5,12.9,4,上,5.52,3.18,断2~3天,3.0,1.0,10.9,-5.3,12-09,下影+1→下影+8→下影+2,3.75,-7.18,-7.18,2024-12,2024
603248.SSE,锡华科技,2026-03-17,二接三阳,—,阳,5.6,巨阳≥5,6.6,9.0,10.6,10.4,4,上,2.37,1.5,60日内无板,,,,,,下影+0→下影+2,-0.71,-5.07,-5.07,2026-03,2026
603256.SSE,宏和科技,2024-07-04,二接三阴,—,阴,-4.11,大阴-5~-3,1.6,-0.2,0.9,-1.5,2,下,-0.12,-1.65,断1天,1.0,1.0,5.5,-5.7,06-28,下影+0→下影+6,-2.8,-15.19,-15.19,2024-07,2024
603256.SSE,宏和科技,2025-07-09,二接三阴,—,阴,4.48,大阳3~5,10.7,19.9,34.8,44.7,4,上,16.02,9.64,断1天,1.0,1.0,14.9,3.2,07-03,实体-0→下影-1,2.33,-10.12,-10.12,2025-07,2025
603256.SSE,宏和科技,2025-08-15,二接三阴,—,阴,-1.59,小阴-3~0,-2.9,-0.9,6.1,10.6,2,下,7.42,3.87,断4~7天,4.0,1.0,1.7,-9.6,08-06,下影+2→下影+8,1.74,8.03,8.03,2025-08,2025
603256.SSE,宏和科技,2025-08-18,三接四阴,—,阴,-1.59,小阴-3~0,-2.9,-0.9,6.1,10.6,2,下,7.42,3.87,断4~7天,4.0,1.0,1.7,-9.6,08-06,下影+2→下影+8→实体+2,10.01,-0.97,-0.97,2025-08,2025
603258.SSE,电魂网络,2024-02-20,二接三阴,—,阴,-7.12,巨阴≤-5,-12.7,-22.7,-28.9,-32.4,0,下,-11.36,-7.76,60日内无板,,,,,,下影+1→实体+4,4.62,-0.86,-0.86,2024-02,2024
603259.SSE,XD药明康,2024-10-08,二接三阳,—,阳,1.31,小阳0~3,2.6,5.6,8.6,9.5,4,上,4.13,2.69,60日内无板,,,,,,实体+2→下影+10,10.01,-3.14,-3.14,2024-10,2024
603261.SSE,立航科技,2024-03-08,三接四阴,—,阴,-0.93,小阴-3~0,-1.3,0.5,1.9,-9.1,2,上,9.76,-5.85,断8~15天,10.0,1.0,23.2,0.0,02-19,下影+0→一字+10→一字+10,3.1,9.99,20.79,2024-03,2024
603266.SSE,天龙股份,2023-10-30,三接四阳,—,阳,5.66,巨阳≥5,2.5,2.8,11.3,14.4,4,上,7.09,4.23,断4~7天,6.0,2.0,0.7,-19.2,10-16,下影-3→下影+8→一字+10,10.02,10.0,59.47,2023-10,2023
603268.SSE,松发股份,2024-01-11,二接三阴,—,阴,-1.6,小阴-3~0,-1.6,0.9,1.2,1.8,3,上,1.79,1.43,60日内无板,,,,,,实体+0→下影-3,-0.34,-16.45,-16.45,2024-01,2024
603268.SSE,松发股份,2024-06-19,二接三阴,—,阴,-1.44,小阴-3~0,-1.7,-5.3,-12.0,-15.4,0,下,-7.7,-4.95,60日内无板,,,,,,下影+2→实体+1,2.99,-3.3,-3.3,2024-06,2024
603269.SSE,海鸥股份,2026-08-31,二接三阴,—,阴,-0.54,小阴-3~0,1.5,2.2,16.7,26.9,4,上,8.15,11.57,断8~15天,10.0,1.0,14.8,-2.7,08-12,下影+0→实体+4,1.8,3.85,3.85,2026-08,2026
603269.SSE,海鸥股份,2026-09-01,三接四阴,—,阴,-0.54,小阴-3~0,1.5,2.2,16.7,26.9,4,上,8.15,11.57,断8~15天,10.0,1.0,14.8,-2.7,08-12,下影+0→实体+4→实体+2,5.98,2.12,2.12,2026-09,2026
603270.SSE,金帝股份,2023-09-20,二接三阴,—,阴,-1.53,小阴-3~0,-4.7,-15.4,,,0,下,,,断8~15天,15.0,3.0,50.6,-2.1,08-31,下影+4→下影+9,1.46,-4.39,-4.39,2023-09,2023
603270.SSE,金帝股份,2023-09-21,三接四阴,—,阴,-1.53,小阴-3~0,-4.7,-15.4,,,0,下,,,断8~15天,15.0,3.0,50.6,-2.1,08-31,下影+4→下影+9→实体+1,1.12,-19.88,-19.88,2023-09,2023
603270.SSE,金帝股份,2024-12-06,二接三阴,—,阴,-1.21,小阴-3~0,0.6,-0.5,3.7,6.0,3,下,4.34,2.68,断8~15天,9.0,1.0,9.6,-4.6,11-20,下影+0→下影+5,10.01,-1.1,-1.1,2024-12,2024
603270.SSE,金帝股份,2026-09-04,二接三阴,—,阴,-4.53,大阴-5~-3,1.5,2.6,2.8,8.6,4,上,-0.91,4.32,断1天,1.0,1.0,5.0,-4.8,08-31,下影+0→下影+4,3.95,,,2026-09,2026
603273.SSE,天元智能,2024-03-01,二接三阳,—,阳,2.2,小阳0~3,6.3,14.4,8.1,-4.7,3,上,3.06,-5.58,断16~60天,32.0,1.0,-19.0,-48.2,01-04,下影+1→下影+2,9.95,10.01,25.48,2024-03,2024
603273.SSE,天元智能,2024-03-04,三接四阳,—,阳,2.2,小阳0~3,6.3,14.4,8.1,-4.7,3,上,3.06,-5.58,断16~60天,32.0,1.0,-19.0,-48.2,01-04,下影+1→下影+2→下影+10,-3.77,10.01,14.07,2024-03,2024
603278.SSE,大业股份,2024-08-05,三接四阳,—,阳,3.24,大阳3~5,3.0,2.5,-0.2,-7.9,2,上,-1.46,-4.37,60日内无板,,,,,,下影+6→一字+10→一字+10,4.58,-9.96,-9.96,2024-08,2024
603278.SSE,大业股份,2025-12-26,二接三阴,—,阴,-2.53,小阴-3~0,0.5,-1.9,-1.9,-0.8,1,下,-3.31,0.78,断8~15天,10.0,2.0,-10.0,-22.4,12-09,下影+0→下影+1,9.97,10.0,25.78,2025-12,2025
603278.SSE,大业股份,2025-12-29,三接四阴,—,阴,-2.53,小阴-3~0,0.5,-1.9,-1.9,-0.8,1,下,-3.31,0.78,断8~15天,10.0,2.0,-10.0,-22.4,12-09,下影+0→下影+1→下影+10,6.02,10.01,14.35,2025-12,2025
603278.SSE,大业股份,2026-05-08,二接三阳,—,阳,-3.78,大阴-5~-3,-4.5,-8.6,-2.8,-0.8,0,下,3.72,1.87,断8~15天,9.0,1.0,2.6,-9.9,04-17,下影+1→下影+1,3.32,2.95,2.95,2026-05,2026
603278.SSE,大业股份,2026-05-11,三接四阳,—,阳,-3.78,大阴-5~-3,-4.5,-8.6,-2.8,-0.8,0,下,3.72,1.87,断8~15天,9.0,1.0,2.6,-9.9,04-17,下影+1→下影+1→下影+3,9.93,-3.78,-3.78,2026-05,2026
603280.SSE,南方路机,2025-07-23,二接三阳,—,阳,1.36,小阳0~3,0.6,0.5,1.6,2.7,4,上,-0.46,1.52,断8~15天,12.0,1.0,3.5,-8.6,07-02,下影+3→下影+5,8.71,10.01,7.83,2025-07,2025
603280.SSE,南方路机,2025-07-24,三接四阳,—,阳,1.36,小阳0~3,0.6,0.5,1.6,2.7,4,上,-0.46,1.52,断8~15天,12.0,1.0,3.5,-8.6,07-02,下影+3→下影+5→下影+9,0.0,-1.99,-1.99,2025-07,2025
603280.SSE,南方路机,2025-07-30,二接三阴,—,阴,-1.99,小阴-3~0,9.7,24.7,33.5,39.4,4,上,15.65,9.26,断1天,1.0,4.0,7.8,-4.6,07-24,下影+7→下影+3,1.46,10.01,15.24,2025-07,2025
603280.SSE,南方路机,2025-07-31,三接四阴,—,阴,-1.99,小阴-3~0,9.7,24.7,33.5,39.4,4,上,15.65,9.26,断1天,1.0,4.0,7.8,-4.6,07-24,下影+7→下影+3→实体+1,4.27,4.76,4.76,2025-07,2025
603285.SSE,键邦股份,2025-03-27,二接三阳,—,阳,3.57,大阳3~5,1.4,2.7,3.8,4.5,4,上,1.61,1.11,60日内无板,,,,,,实体-1→下影+9,0.79,-20.04,-20.04,2025-03,2025
603286.SSE,日盈电子,2023-11-27,二接三阳,—,阳,1.91,小阳0~3,1.6,3.8,11.0,15.7,4,上,6.3,6.16,断16~60天,32.0,2.0,14.4,-23.2,10-09,下影-2→一字+10,10.02,10.0,10.29,2023-11,2023
603286.SSE,日盈电子,2023-11-28,三接四阳,—,阳,1.91,小阳0~3,1.6,3.8,11.0,15.7,4,上,6.3,6.16,断16~60天,32.0,2.0,14.4,-23.2,10-09,下影-2→一字+10→下影+10,0.67,10.0,0.26,2023-11,2023
