代码,买入日,方案点,四组,年,封住,缩量强趋势,E0,E1,E2,E3,E4,E5,E6
000572.SZSE,2025-11-04,—,二接三阴,2025,True,False,12.640801001251557,8.886107634543162,10.012515644555675,12.640801001251557,12.640801001251557,27.03379224030038,23.904881101376716
000572.SZSE,2025-11-05,—,三接四阴,2025,True,True,2.3890784982935287,10.011376564277597,2.3890784982935287,2.3890784982935287,2.3890784982935287,15.472127417519932,12.627986348122878
000573.SZSE,2024-11-25,—,二接三阳,2024,True,False,-10.025706940874034,-10.025706940874034,-10.025706940874034,-10.025706940874034,-10.025706940874034,-18.76606683804627,-18.76606683804627
000573.SZSE,2025-01-07,—,二接三阳,2025,True,False,19.999999999999996,10.120481927710845,10.120481927710845,19.999999999999996,19.999999999999996,15.903614457831306,15.903614457831306
000573.SZSE,2025-01-08,B3,三接四阳,2025,True,False,8.97155361050328,10.065645514223199,10.065645514223199,8.97155361050328,8.97155361050328,5.251641137855567,5.251641137855567
000573.SZSE,2025-02-26,—,二接三阴,2025,True,False,-10.05586592178771,0.0,-10.05586592178771,-10.05586592178771,-10.05586592178771,-8.566108007448792,-8.566108007448792
000586.SZSE,2024-02-29,—,二接三阴,2024,True,False,0.8474576271186418,9.999999999999986,9.999999999999986,0.8474576271186418,0.8474576271186418,-0.16949152542373724,10.932203389830498
000592.SZSE,2024-10-31,—,二接三阳,2024,False,False,-16.48745519713262,-10.39426523297491,-16.48745519713262,-7.168458781362008,-10.39426523297491,-16.48745519713262,-18.63799283154122
000592.SZSE,2025-11-04,—,二接三阳,2025,True,False,-0.9334889148191361,5.017502917152861,10.035005834305721,-0.9334889148191361,-0.9334889148191361,3.850641773628949,3.850641773628949
000592.SZSE,2025-11-05,—,三接四阳,2025,True,False,-9.968186638388122,1.8027571580063517,-9.968186638388122,-9.968186638388122,-9.968186638388122,-5.620360551431592,-5.620360551431592
000593.SZSE,2025-10-30,—,二接三阳,2025,True,False,-9.962049335863366,-5.123339658444015,-9.962049335863366,-9.962049335863366,-5.123339658444015,-11.764705882352933,-11.764705882352933
000593.SZSE,2026-01-14,—,二接三阳,2026,True,False,4.997128087306146,-9.994256174612293,4.997128087306146,4.997128087306146,-9.994256174612293,-5.514072372199886,-5.514072372199886
000593.SZSE,2026-08-05,—,三接四阴,2026,True,False,0.8880994671403242,0.0,0.8880994671403242,0.8880994671403242,0.8880994671403242,6.039076376554164,6.039076376554164
000595.SZSE,2024-01-04,—,三接四阳,2024,False,False,-7.246376811594201,-13.188405797101455,-7.246376811594201,-10.869565217391308,-13.188405797101455,-7.246376811594201,-15.652173913043477
000595.SZSE,2024-07-30,—,二接三阳,2024,False,False,-7.4398249452954035,-4.814004376367631,-7.4398249452954035,-0.6564551422319487,-4.814004376367631,-7.4398249452954035,-8.096280087527353
000595.SZSE,2024-09-24,B2,二接三阳,2024,True,False,16.553595658073263,4.477611940298498,10.04070556309362,16.553595658073263,16.553595658073263,4.884667571234735,4.884667571234735
000595.SZSE,2024-09-25,—,三接四阳,2024,True,False,5.918618988902602,1.1097410604192337,5.918618988902602,5.918618988902602,5.918618988902602,-4.685573366214535,-4.685573366214535
000595.SZSE,2024-10-15,—,二接三阳,2024,False,False,-14.487632508833926,-12.54416961130742,-14.487632508833926,-4.946996466431097,-12.54416961130742,-14.487632508833926,-18.816254416961144
000595.SZSE,2025-03-21,—,二接三阴,2025,False,False,-14.233128834355835,-11.411042944785288,-14.233128834355835,-4.662576687116571,-11.411042944785288,-14.233128834355835,-20.24539877300614
000595.SZSE,2026-07-24,—,二接三阴,2026,True,False,-3.130148270181221,-10.049423393739708,-3.130148270181221,-3.130148270181221,-10.049423393739708,-10.873146622734764,-10.873146622734764
000595.SZSE,2026-08-04,—,二接三阴,2026,True,False,1.67682926829269,8.384146341463428,1.67682926829269,1.67682926829269,1.67682926829269,-4.57317073170731,-4.57317073170731
000595.SZSE,2026-08-05,—,三接四阴,2026,False,False,-13.296398891966755,-7.894736842105255,-13.296398891966755,-7.617728531855949,-7.894736842105255,-13.296398891966755,-14.265927977839333
000596.SZSE,2024-09-30,B1,二接三阴,2024,True,False,9.98423800610777,9.999014875381729,9.98423800610777,9.98423800610777,9.98423800610777,-1.0146783568121376,-1.0146783568121376
000596.SZSE,2024-10-08,—,三接四阴,2024,False,False,-10.012538061973842,-5.964535196131104,-10.012538061973842,-0.013433637829129985,-5.964535196131104,-10.012538061973842,-10.720042987641055
000597.SZSE,2024-08-09,—,三接四阴,2024,True,False,-10.016977928692693,0.0,-10.016977928692693,-10.016977928692693,-10.016977928692693,-19.01528013582343,-19.01528013582343
000599.SZSE,2025-10-28,—,二接三阴,2025,True,False,-8.616187989556135,4.177545691906004,-8.616187989556135,-8.616187989556135,-8.616187989556135,-6.135770234986937,-6.135770234986937
000599.SZSE,2025-10-29,—,三接四阴,2025,False,False,-14.709371293001183,-19.09845788849347,-14.709371293001183,-16.9632265717675,-19.09845788849347,-14.709371293001183,-23.250296559905102
000601.SZSE,2025-03-21,—,二接三阳,2025,False,False,-2.06540447504302,-12.908777969018937,2.581755593803803,-6.712564543889843,-12.908777969018937,-2.06540447504302,2.23752151462997
000601.SZSE,2025-07-08,—,二接三阳,2025,False,False,-4.16047548291234,-11.887072808320964,-4.16047548291234,-6.686478454680533,-11.887072808320964,-4.16047548291234,-11.887072808320964
000601.SZSE,2026-03-20,—,二接三阴,2026,True,False,-9.950859950859957,-0.24570024570026439,-9.950859950859957,-9.950859950859957,-0.24570024570026439,-0.8599508599508643,-0.9828009828009798
000601.SZSE,2026-05-14,—,二接三阳,2026,False,False,-19.509703779366696,-16.54749744637385,-19.509703779366696,-15.934627170582216,-16.54749744637385,-19.509703779366696,-20.02042900919304
000603.SZSE,2026-01-27,—,二接三阳,2026,False,False,8.793324775353017,0.754172015404353,7.958921694480114,-1.861360718870353,8.793324775353017,8.793324775353017,-2.08600770218228
000603.SZSE,2026-07-23,—,二接三阴,2026,True,False,-0.12082158679016519,-3.3830044301248474,-0.12082158679016519,-0.12082158679016519,-3.3830044301248474,0.4027386226339136,0.4027386226339136
000605.SZSE,2024-11-07,—,二接三阳,2024,True,False,9.659863945578252,10.068027210884356,10.068027210884356,9.659863945578252,9.659863945578252,15.510204081632661,15.510204081632661
000605.SZSE,2024-11-08,—,三接四阳,2024,True,True,-0.3708281829418958,0.9888751545117369,-0.3708281829418958,-0.3708281829418958,-0.3708281829418958,4.944375772558729,4.944375772558729
000605.SZSE,2024-11-20,—,二接三阴,2024,True,True,8.94454382826475,10.017889087656528,10.017889087656528,8.94454382826475,8.94454382826475,-1.9677996422182376,-1.9677996422182376
000605.SZSE,2024-11-21,—,三接四阴,2024,True,False,-0.9756097560975729,0.5691056910569037,9.999999999999986,-0.9756097560975729,-0.9756097560975729,-10.894308943089426,-10.894308943089426
000607.SZSE,2025-07-10,—,二接三阳,2025,True,False,-0.9999999999999898,9.999999999999986,9.999999999999986,-0.9999999999999898,-0.9999999999999898,-7.666666666666666,-7.666666666666666
000607.SZSE,2025-07-11,—,三接四阳,2025,True,False,-9.999999999999986,-3.7878787878787845,-9.999999999999986,-9.999999999999986,-3.7878787878787845,-16.06060606060605,-16.06060606060605
000608.SZSE,2024-09-26,—,二接三阳,2024,True,False,19.806763285024154,10.144927536231885,10.144927536231885,19.806763285024154,19.806763285024154,7.7294685990338285,7.7294685990338285
000608.SZSE,2024-11-11,—,二接三阳,2024,False,False,-18.018018018018022,-18.018018018018022,-18.018018018018022,-9.009009009009016,-18.018018018018022,-18.018018018018022,-22.222222222222232
000619.SZSE,2024-12-03,—,二接三阳,2024,True,False,-10.040160642570283,-6.291834002677376,-10.040160642570283,-10.040160642570283,-6.291834002677376,-15.127175368139223,-15.127175368139223
000619.SZSE,2024-12-11,—,二接三阳,2024,False,False,-12.899543378995437,-9.817351598173508,-12.899543378995437,-3.8812785388127824,-9.817351598173508,-12.899543378995437,-4.223744292237431
000620.SZSE,2024-05-24,—,三接四阳,2024,True,False,-10.074626865671643,-7.089552238805963,-10.074626865671643,-10.074626865671643,-7.089552238805963,-19.02985074626866,-19.02985074626866
000620.SZSE,2024-11-07,—,二接三阴,2024,True,False,-7.438016528925607,9.50413223140496,-7.438016528925607,-7.438016528925607,-7.438016528925607,-7.024793388429751,-7.024793388429751
000620.SZSE,2025-11-05,—,二接三阴,2025,True,False,2.4242424242424176,9.393939393939398,2.4242424242424176,2.4242424242424176,2.4242424242424176,-4.242424242424237,-4.242424242424237
000620.SZSE,2025-11-06,A2,三接四阴,2025,False,False,-12.947658402203855,-5.509641873278226,-12.947658402203855,-6.8870523415977996,-5.509641873278226,-12.947658402203855,-4.1322314049586755
000626.SZSE,2024-10-24,—,二接三阳,2024,False,False,-9.43952802359883,-3.392330383480835,-9.43952802359883,-8.702064896755157,-3.392330383480835,-9.43952802359883,-0.4424778761061954
000626.SZSE,2025-04-14,—,二接三阳,2025,True,False,-9.98487140695915,-0.9077155824508409,-9.98487140695915,-9.98487140695915,-0.9077155824508409,-16.036308623298034,-16.036308623298034
000626.SZSE,2025-10-16,—,二接三阳,2025,True,False,20.96956031567081,5.298759864712532,10.0338218714769,20.96956031567081,20.96956031567081,8.906426155580615,8.906426155580615
000626.SZSE,2025-10-17,—,三接四阳,2025,True,False,9.938524590163933,10.040983606557386,10.040983606557386,9.938524590163933,9.938524590163933,-1.0245901639344246,-1.0245901639344246
000628.SZSE,2024-02-21,A2,三接四阴,2024,False,False,21.61383285302594,1.8251681075888593,5.629202689721424,-3.9769452449567755,21.61383285302594,21.61383285302594,33.775216138328524
000628.SZSE,2024-10-16,—,二接三阴,2024,True,False,-7.946414979448924,-9.849292129700105,-7.946414979448924,-7.946414979448924,-9.849292129700105,-5.175825848683202,-5.175825848683202
000631.SZSE,2023-10-24,—,二接三阳,2023,True,False,20.05571030640667,10.027855153203348,10.027855153203348,20.05571030640667,20.05571030640667,8.07799442896937,8.07799442896937
000631.SZSE,2023-10-25,—,三接四阳,2023,True,False,9.113924050632892,1.2658227848101111,10.126582278481,9.113924050632892,9.113924050632892,-1.7721518987341867,-1.7721518987341867
000636.SZSE,2024-02-08,—,二接三阴,2024,True,False,-3.4653465346534684,2.8877887788778978,-3.4653465346534684,-3.4653465346534684,-3.4653465346534684,-5.693069306930687,-5.693069306930687
000637.SZSE,2025-06-23,—,二接三阴,2025,True,True,-10.074626865671643,-10.074626865671643,-10.074626865671643,-10.074626865671643,-10.074626865671643,-19.02985074626866,-19.02985074626866
000655.SZSE,2025-07-10,—,二接三阳,2025,True,False,4.5035823950870135,3.7871033776867957,4.5035823950870135,4.5035823950870135,4.5035823950870135,-5.936540429887415,-5.936540429887415
000655.SZSE,2025-07-11,—,三接四阳,2025,False,False,-14.511627906976754,-11.162790697674406,-14.511627906976754,-5.023255813953476,-11.162790697674406,-14.511627906976754,-21.86046511627907
000656.SZSE,2023-07-07,—,二接三阴,2023,False,False,-12.195121951219512,-11.585365853658535,-12.195121951219512,-7.926829268292678,-11.585365853658535,-12.195121951219512,-8.536585365853655
000656.SZSE,2023-07-25,—,二接三阴,2023,True,False,16.216216216216207,10.270270270270277,10.270270270270277,16.216216216216207,16.216216216216207,24.864864864864856,24.864864864864856
000656.SZSE,2026-07-06,—,二接三阳,2026,True,False,-5.594405594405583,4.195804195804209,-5.594405594405583,-5.594405594405583,-5.594405594405583,-6.99300699300699,-6.99300699300699
000659.SZSE,2024-02-28,—,二接三阳,2024,False,False,-12.851405622489976,-16.867469879518083,-12.851405622489976,-12.851405622489976,-16.867469879518083,-12.851405622489976,-16.06425702811246
000661.SZSE,2024-10-08,—,二接三阳,2024,True,False,-3.0195234943745763,-0.7859033752481759,-3.0195234943745763,-3.0195234943745763,-0.7859033752481759,-7.346128391793516,-7.346128391793516
000663.SZSE,2025-11-21,—,二接三阴,2025,False,False,-7.32838589981446,-18.6456400742115,-5.287569573283846,-13.914656771799628,-18.6456400742115,-7.32838589981446,-16.604823747680886
000665.SZSE,2025-03-10,—,二接三阴,2025,True,False,30.000000000000004,10.000000000000009,10.000000000000009,30.000000000000004,30.000000000000004,18.79310344827585,18.79310344827585
000668.SZSE,2024-02-21,—,二接三阳,2024,True,False,4.111405835543769,3.4482758620689724,4.111405835543769,4.111405835543769,4.111405835543769,5.1724137931034475,5.1724137931034475
000668.SZSE,2025-04-18,—,二接三阴,2025,False,False,-15.36098310291859,-15.36098310291859,-15.36098310291859,-5.990783410138246,-15.36098310291859,-15.36098310291859,-23.809523809523803
000668.SZSE,2026-07-27,B1,二接三阴,2026,False,False,-5.092592592592604,-2.5205761316872577,-5.092592592592604,-2.1604938271605034,-2.5205761316872577,-5.092592592592604,4.4238683127572065
000670.SZSE,2024-11-12,—,二接三阳,2024,False,False,-13.014460511679637,-10.678531701891004,-13.014460511679637,-7.5639599555061166,-10.678531701891004,-13.014460511679637,-17.797552836484986
000670.SZSE,2025-04-15,—,二接三阳,2025,False,False,-12.632978723404243,-14.627659574468076,-12.632978723404243,-7.047872340425521,-14.627659574468076,-12.632978723404243,-12.367021276595747
000676.SZSE,2024-10-09,—,二接三阳,2024,False,False,-14.466737064413948,-5.279831045406547,-14.466737064413948,-4.96304118268216,-5.279831045406547,-14.466737064413948,-13.305174234424499
000676.SZSE,2026-07-17,—,二接三阳,2026,True,False,-7.309941520467833,-4.239766081871343,-7.309941520467833,-7.309941520467833,-4.239766081871343,1.1695906432748648,1.1695906432748648
000678.SZSE,2023-06-30,—,二接三阴,2023,True,False,11.524163568773238,10.03717472118959,10.03717472118959,11.524163568773238,11.524163568773238,0.3717472118959009,0.3717472118959009
000678.SZSE,2023-07-03,—,三接四阴,2023,True,False,1.3513513513513375,0.9009009009008917,1.3513513513513375,1.3513513513513375,1.3513513513513375,-8.783783783783793,-8.783783783783793
000678.SZSE,2024-08-22,—,二接三阳,2024,False,False,-16.566866267465073,-21.5568862275449,-16.566866267465073,-12.974051896207573,-21.5568862275449,-16.566866267465073,-14.970059880239518
000678.SZSE,2025-03-12,—,二接三阳,2025,True,False,2.6232114467408696,2.782193958664547,10.015898251192358,2.6232114467408696,2.6232114467408696,35.214626391096985,12.877583465818754
000678.SZSE,2025-03-13,—,三接四阳,2025,True,False,-6.719653179190754,-9.75433526011561,-6.719653179190754,-6.719653179190754,-9.75433526011561,22.904624277456655,2.6011560693641522
000678.SZSE,2025-03-19,—,二接三阳,2025,True,True,-0.9895227008148932,1.86263096623982,10.011641443538988,-0.9895227008148932,-0.9895227008148932,-10.884749708963904,-10.884749708963904
000678.SZSE,2025-03-20,—,三接四阳,2025,True,False,-9.999999999999986,-0.15873015873014706,-9.999999999999986,-9.999999999999986,-0.15873015873014706,-18.994708994708986,-18.994708994708986
000679.SZSE,2024-07-05,—,二接三阳,2024,False,False,-14.242424242424235,-14.242424242424235,-14.242424242424235,-4.848484848484835,-14.242424242424235,-14.242424242424235,-17.878787878787872
000679.SZSE,2024-11-22,—,二接三阳,2024,False,False,-13.117546848381611,-9.710391822827946,-13.117546848381611,-11.925042589437817,-9.710391822827946,-13.117546848381611,-10.391822827938679
000679.SZSE,2025-01-15,—,二接三阴,2025,False,False,-2.2058823529411686,-7.647058823529407,-2.2058823529411686,-4.411764705882348,-7.647058823529407,-2.2058823529411686,-3.3823529411764586
000679.SZSE,2026-06-18,—,二接三阴,2026,False,False,-6.304079110012362,-6.304079110012362,-6.304079110012362,-6.304079110012362,-6.304079110012362,-6.304079110012362,-8.776266996291715
000681.SZSE,2024-12-13,—,二接三阴,2024,True,True,6.499608457321848,9.631949882537194,6.499608457321848,6.499608457321848,6.499608457321848,10.806577916992953,10.806577916992953
000681.SZSE,2024-12-16,—,三接四阴,2024,False,False,0.7475970096119555,-0.3203987184051238,0.7475970096119555,-3.1683873264506945,-0.3203987184051238,0.7475970096119555,7.155571377714498
000691.SZSE,2024-04-24,—,二接三阴,2024,True,False,-0.9174311926605561,10.091743119266038,10.091743119266038,-0.9174311926605561,-0.9174311926605561,-10.779816513761475,-10.779816513761475
